ID,alive,food0_AVE,food0_LIST,food1_AVE,food1_LIST,food2_AVE,food2_LIST,genomeLength,markovBrainDeterministicGates,markovBrainGates,markovBrain_nextNodesConnections_AVE,markovBrain_nextNodesConnections_LIST,markovBrain_nodesConnections_AVE,markovBrain_nodesConnections_LIST,novelty_AVE,novelty_LIST,optimizeValue,repeated_AVE,repeated_LIST,score_AVE,score_LIST,switches_AVE,switches_LIST,timeOfBirth,total_AVE,total_LIST,update
211001,1,30.000000,"[33,25,32]",67.333333,"[64,69,69]",58.333333,"[60,60,55]",7793,4,4,0.933333,"[0,0,0,0,2,1,1,2,0,3,0,1,0,3,1]",0.600000,"[1,1,0,1,1,1,2,0,0,1,1,0,0,0,0]",33.666667,"[34,34,33]",72.933333,91.333333,"[90,94,90]",72.933333,"[72.200000,74.400000,72.200000]",37.666667,"[37,39,37]",2109,125.666667,"[124,129,124]",2110
212001,1,17.666667,"[13,22,18]",59.000000,"[54,62,61]",60.666667,"[68,58,56]",5365,4,4,0.933333,"[1,0,0,0,2,2,2,2,0,1,0,0,1,3,0]",0.600000,"[1,1,0,1,1,1,1,0,1,1,0,0,0,1,0]",32.666667,"[34,34,30]",67.866667,87.000000,"[88,86,87]",67.866667,"[66.000000,82.200000,55.400000]",37.000000,"[40,27,44]",2119,119.666667,"[122,120,117]",2120
213001,1,7.000000,"[7,6,8]",61.666667,"[61,60,64]",70.000000,"[69,72,69]",3635,4,4,0.866667,"[1,0,0,0,2,2,2,1,0,1,1,0,1,2,0]",0.600000,"[2,1,0,1,1,1,1,0,0,1,0,0,0,1,0]",27.666667,"[26,26,31]",43.466667,104.333333,"[104,107,102]",43.466667,"[40.400000,41.000000,49.000000]",63.000000,"[64,65,60]",2129,131.666667,"[130,132,133]",2130
214001,1,6.333333,"[2,9,8]",54.333333,"[59,50,54]",63.333333,"[60,67,63]",5567,5,5,1.333333,"[1,0,0,0,2,2,2,2,1,4,0,0,0,4,2]",0.733333,"[1,1,0,1,2,1,2,1,1,0,0,0,0,1,0]",23.666667,"[21,26,24]",57.000000,93.333333,"[97,90,93]",57.000000,"[60.200000,48.400000,62.400000]",43.333333,"[42,49,39]",2139,117.666667,"[119,117,117]",2140
215001,1,13.333333,"[15,12,13]",55.000000,"[65,47,53]",69.666667,"[60,78,71]",4798,4,4,0.933333,"[1,0,0,0,2,1,1,2,0,1,0,0,1,5,0]",0.600000,"[1,1,0,1,1,1,1,0,1,1,0,0,0,1,0]",31.333333,"[32,29,33]",71.466667,92.666667,"[92,96,90]",71.466667,"[69.000000,70.400000,75.000000]",38.000000,"[40,39,35]",2149,124.666667,"[125,125,124]",2150
216002,1,13.333333,"[14,12,14]",48.666667,"[47,52,47]",71.666667,"[73,71,71]",6336,5,5,1.066667,"[1,0,0,0,2,2,3,2,0,1,0,0,1,4,0]",0.733333,"[1,1,0,1,2,1,2,0,1,1,0,0,0,1,0]",31.333333,"[34,29,31]",68.533333,88.666667,"[86,93,87]",68.533333,"[73.800000,67.000000,64.800000]",37.000000,"[33,40,38]",2159,120.333333,"[120,123,118]",2160
217001,1,18.666667,"[18,13,25]",58.000000,"[66,55,53]",62.000000,"[54,73,59]",4770,4,4,0.933333,"[1,0,0,0,2,2,2,2,0,1,0,0,1,3,0]",0.533333,"[1,1,0,1,1,1,1,0,0,1,0,0,0,1,0]",33.333333,"[31,35,34]",73.333333,85.666667,"[88,92,77]",73.333333,"[65.400000,83.200000,71.400000]",33.333333,"[39,32,29]",2169,120.000000,"[120,128,112]",2170
218001,1,8.666667,"[10,6,10]",51.333333,"[53,50,51]",71.333333,"[68,76,70]",5218,5,5,1.066667,"[1,0,0,0,2,2,3,2,0,1,0,0,1,4,0]",0.666667,"[1,1,0,1,2,1,2,0,0,1,0,0,0,1,0]",31.000000,"[33,28,32]",65.733333,92.000000,"[88,98,90]",65.733333,"[55.200000,71.400000,70.600000]",40.666667,"[47,39,36]",2179,122.666667,"[121,126,121]",2180
219001,1,18.666667,"[23,19,14]",65.666667,"[72,67,58]",57.666667,"[48,56,69]",6132,7,7,1.600000,"[4,0,0,0,3,3,2,1,1,1,1,0,2,6,0]",1.000000,"[2,2,0,2,2,2,2,0,0,2,0,0,0,1,0]",33.333333,"[32,34,34]",79.933333,89.666667,"[87,88,94]",79.933333,"[82.200000,83.800000,73.800000]",31.000000,"[27,28,38]",2189,123.333333,"[120,123,127]",2190
220001,1,17.333333,"[18,14,20]",63.000000,"[67,59,63]",61.000000,"[57,68,58]",5346,4,4,0.933333,"[1,0,0,0,2,2,2,2,0,1,0,0,1,3,0]",0.533333,"[1,1,0,1,1,1,1,0,0,1,0,0,0,1,0]",33.333333,"[33,33,34]",82.933333,90.333333,"[90,94,87]",82.933333,"[82.000000,93.400000,73.400000]",29.333333,"[30,24,34]",2199,124.000000,"[124,127,121]",2200
221001,1,16.000000,"[17,13,18]",56.666667,"[59,52,59]",68.000000,"[64,74,66]",6971,5,5,1.066667,"[2,1,0,0,3,2,1,0,0,1,1,1,2,2,0]",0.800000,"[1,1,0,2,1,2,1,0,1,2,0,0,0,1,0]",30.666667,"[33,28,31]",72.866667,93.000000,"[89,97,93]",72.866667,"[75.400000,74.200000,69.000000]",37.000000,"[34,37,40]",2209,124.666667,"[123,126,125]",2210
222001,1,15.000000,"[14,15,16]",56.666667,"[62,55,53]",63.333333,"[60,63,67]",6409,4,4,0.933333,"[1,0,1,0,2,2,2,1,0,1,0,0,1,3,0]",0.533333,"[1,1,0,1,1,1,1,0,0,1,0,0,0,1,0]",31.666667,"[31,32,32]",74.733333,87.666667,"[90,85,88]",74.733333,"[77.200000,76.000000,71.000000]",32.333333,"[32,30,35]",2219,120.000000,"[122,118,120]",2220
223001,1,17.333333,"[20,17,15]",63.666667,"[68,59,64]",60.666667,"[54,65,63]",5435,5,5,0.933333,"[1,1,0,0,2,4,1,0,0,1,0,0,0,4,0]",0.600000,"[2,1,0,1,1,1,1,0,0,1,0,0,0,1,0]",33.666667,"[34,34,33]",79.533333,90.666667,"[87,91,94]",79.533333,"[80.000000,76.400000,82.200000]",32.000000,"[30,34,32]",2229,124.333333,"[122,124,127]",2230
224001,1,59.000000,"[71,59,47]",42.000000,"[50,38,38]",70.333333,"[55,72,84]",4933,4,4,0.933333,"[1,1,0,0,2,3,1,0,0,2,0,0,1,2,1]",0.533333,"[1,1,0,1,1,1,1,0,0,1,0,0,0,1,0]",31.000000,"[34,30,29]",63.333333,82.000000,"[72,80,94]",63.333333,"[51.800000,63.800000,74.400000]",35.000000,"[38,33,34]",2239,112.333333,"[105,110,122]",2240
225001,1,15.000000,"[13,20,12]",59.000000,"[60,52,65]",67.000000,"[66,68,67]",7502,5,5,1.200000,"[2,0,0,1,3,2,1,1,0,1,0,0,3,4,0]",0.866667,"[1,2,0,2,1,2,1,0,1,2,0,0,0,1,0]",31.666667,"[30,31,34]",82.133333,93.666667,"[95,89,97]",82.133333,"[68.600000,85.000000,92.800000]",31.333333,"[41,25,28]",2249,126.000000,"[126,120,132]",2250
226001,1,27.333333,"[30,29,23]",65.000000,"[65,69,61]",52.333333,"[49,45,63]",6863,7,7,1.733333,"[4,2,0,0,4,6,1,2,0,2,0,0,0,3,2]",1.266667,"[4,2,0,3,1,2,1,0,0,2,0,0,0,2,2]",29.666667,"[29,31,29]",76.266667,87.666667,"[85,83,95]",76.266667,"[72.000000,77.600000,79.200000]",29.333333,"[30,26,32]",2259,117.333333,"[114,114,124]",2260
227001,1,18.333333,"[25,13,17]",57.000000,"[68,52,51]",64.666667,"[53,70,71]",6030,5,5,0.866667,"[1,0,0,0,2,2,1,1,0,2,0,0,1,3,0]",0.600000,"[2,1,0,1,1,1,1,0,0,1,0,0,0,1,0]",32.333333,"[34,29,34]",82.933333,88.333333,"[86,92,87]",82.933333,"[79.000000,81.400000,88.400000]",27.666667,"[30,29,24]",2269,121.666667,"[121,122,122]",2270
228001,1,0.666667,"[2,0,0]",65.333333,"[70,70,56]",67.000000,"[61,63,77]",6183,6,6,1.266667,"[1,3,0,0,2,4,2,1,0,2,0,0,0,2,2]",0.866667,"[4,0,0,1,2,0,2,0,0,0,0,0,0,2,2]",7.333333,"[8,7,7]",43.666667,125.333333,"[123,126,127]",43.666667,"[41.400000,51.800000,37.800000]",63.333333,"[64,58,68]",2279,132.333333,"[131,133,133]",2280
229001,1,197.666667,"[199,197,197]",1.666667,"[1,1,3]",0.333333,"[0,1,0]",8895,6,6,0.800000,"[0,0,0,0,2,2,1,0,2,2,0,0,1,2,0]",0.466667,"[2,1,0,1,1,0,1,0,0,0,0,0,0,1,0]",1.333333,"[0,2,2]",1.533333,0.000000,"[0,0,0]",1.533333,"[1.000000,0.600000,3.000000]",0.333333,"[0,1,0]",2289,2.000000,"[1,2,3]",2290
230001,1,30.000000,"[35,29,26]",63.666667,"[62,65,64]",60.000000,"[56,60,64]",5821,6,6,1.400000,"[2,2,0,0,4,4,2,0,2,2,0,1,0,1,1]",1.066667,"[2,1,0,2,2,2,3,0,0,2,0,0,0,1,1]",34.000000,"[34,34,34]",70.466667,90.000000,"[84,92,94]",70.466667,"[62.000000,70.400000,79.000000]",38.000000,"[40,39,35]",2299,123.666667,"[118,125,128]",2300
231001,1,398.000000,"[398,398,398]",0.000000,"[0,0,0]",1.000000,"[1,1,1]",8946,7,7,1.266667,"[3,0,0,0,4,5,1,1,0,2,0,0,1,2,0]",0.933333,"[2,1,1,1,1,1,1,0,0,1,1,0,0,4,0]",0.666667,"[1,0,1]",1.000000,0.000000,"[0,0,0]",1.000000,"[1.000000,1.000000,1.000000]",0.000000,"[0,0,0]",2309,1.000000,"[1,1,1]",2310
232001,1,25.666667,"[31,22,24]",61.333333,"[67,57,60]",67.333333,"[58,74,70]",8374,8,8,1.200000,"[1,0,0,0,3,2,1,0,3,2,1,0,3,2,0]",1.000000,"[3,2,0,1,1,1,1,1,0,2,0,1,0,1,1]",34.333333,"[34,34,35]",75.000000,93.333333,"[90,96,94]",75.000000,"[71.800000,83.400000,69.800000]",38.333333,"[38,34,43]",2319,128.666667,"[125,131,130]",2320
233001,1,30.000000,"[29,29,32]",60.333333,"[62,60,59]",63.000000,"[61,61,67]",8850,9,9,1.533333,"[1,0,0,2,4,3,1,0,3,2,1,0,4,2,0]",1.400000,"[2,3,0,2,1,2,1,0,0,3,0,2,1,2,2]",35.000000,"[35,35,35]",70.600000,88.000000,"[87,86,91]",70.600000,"[67.000000,59.400000,85.400000]",37.666667,"[40,44,29]",2329,123.333333,"[123,121,126]",2330
234001,1,27.333333,"[29,29,24]",68.000000,"[63,73,68]",59.000000,"[64,53,60]",9173,6,6,1.066667,"[1,0,0,1,3,2,1,0,1,1,1,0,3,2,0]",0.866667,"[1,2,0,1,1,1,1,0,0,2,0,1,0,2,1]",34.666667,"[34,35,35]",78.933333,92.000000,"[92,90,94]",78.933333,"[78.000000,84.000000,74.800000]",34.333333,"[35,30,38]",2339,127.000000,"[127,126,128]",2340
235001,1,27.000000,"[26,28,27]",54.000000,"[57,50,55]",73.333333,"[70,76,74]",9654,5,5,1.000000,"[1,0,1,1,2,3,1,0,0,3,0,0,1,2,0]",0.666667,"[1,1,0,1,2,1,1,0,0,1,0,1,0,1,0]",35.000000,"[35,35,35]",75.533333,92.666667,"[92,91,95]",75.533333,"[62.600000,85.400000,78.600000]",37.000000,"[46,29,36]",2349,127.333333,"[127,126,129]",2350
236001,1,26.666667,"[34,24,22]",60.000000,"[63,61,56]",66.333333,"[58,66,75]",9780,6,6,1.133333,"[0,0,1,0,2,2,2,1,1,3,0,0,2,3,0]",0.733333,"[1,1,0,1,3,1,2,0,0,1,0,0,0,1,0]",34.333333,"[35,33,35]",63.333333,91.666667,"[85,95,95]",63.333333,"[62.200000,58.400000,69.400000]",45.000000,"[42,49,44]",2359,126.333333,"[121,127,131]",2360
237001,1,0.000000,"[0,0,0]",0.666667,"[1,1,0]",9.333333,"[12,16,0]",9414,4,4,0.800000,"[1,0,1,0,2,3,1,0,0,1,0,0,1,2,0]",0.533333,"[1,1,0,1,2,1,1,0,0,1,0,0,0,0,0]",5.333333,"[10,6,0]",9.066667,4.666667,"[3,11,0]",9.066667,"[11.600000,15.600000,0.000000]",0.666667,"[1,1,0]",2369,10.000000,"[13,17,0]",2370
238001,1,25.333333,"[30,25,21]",67.666667,"[67,63,73]",60.666667,"[61,63,58]",9987,7,7,1.266667,"[1,0,0,0,2,4,1,0,0,5,0,0,2,3,1]",0.733333,"[2,1,0,1,3,1,1,0,0,1,0,0,0,1,0]",34.000000,"[34,33,35]",73.733333,94.000000,"[94,92,96]",73.733333,"[87.400000,70.000000,63.800000]",39.000000,"[29,40,48]",2379,128.333333,"[128,126,131]",2380
239001,1,23.666667,"[21,26,24]",59.333333,"[61,58,59]",69.000000,"[72,68,67]",8537,5,5,1.000000,"[0,0,1,1,3,2,2,0,0,2,0,0,2,2,0]",0.666667,"[1,1,0,1,2,1,1,0,0,1,0,1,0,1,0]",34.000000,"[35,35,32]",71.400000,94.333333,"[98,91,94]",71.400000,"[89.600000,63.000000,61.600000]",40.666667,"[31,45,46]",2389,128.333333,"[133,126,126]",2390
240001,1,27.333333,"[28,31,23]",56.000000,"[56,56,56]",73.666667,"[75,69,77]",10837,4,4,0.800000,"[1,0,1,0,2,2,1,1,0,1,0,0,0,3,0]",0.600000,"[1,1,0,1,1,1,1,0,0,1,0,0,0,2,0]",34.333333,"[34,35,34]",78.800000,95.333333,"[97,90,99]",78.800000,"[86.200000,76.000000,74.200000]",36.333333,"[32,35,42]",2399,129.666667,"[131,125,133]",2400
241001,1,44.000000,"[42,47,43]",62.666667,"[70,56,62]",56.666667,"[48,63,59]",10457,6,6,1.200000,"[0,0,1,0,2,4,2,1,0,2,1,0,2,2,1]",1.000000,"[2,1,0,1,2,1,2,1,0,1,0,2,0,2,0]",33.333333,"[33,32,35]",66.133333,86.333333,"[84,88,87]",66.133333,"[55.000000,75.600000,67.800000]",38.000000,"[45,31,38]",2409,119.333333,"[118,119,121]",2410
242001,1,2.666667,"[1,4,3]",65.333333,"[64,69,63]",65.000000,"[68,60,67]",11237,7,7,1.333333,"[0,0,2,0,2,5,2,0,0,3,0,0,3,2,1]",1.066667,"[4,0,0,0,2,0,2,1,0,0,0,3,0,4,0]",10.333333,"[7,11,13]",32.333333,120.333333,"[125,119,117]",32.333333,"[28.400000,39.400000,29.200000]",70.000000,"[74,64,72]",2419,130.333333,"[132,129,130]",2420
243001,1,28.000000,"[29,28,27]",57.333333,"[55,63,54]",68.666667,"[70,65,71]",11591,6,6,1.200000,"[1,0,0,0,3,3,1,2,0,2,0,1,0,5,0]",0.666667,"[2,1,0,1,1,1,1,0,0,1,0,0,0,2,0]",35.000000,"[35,35,35]",73.733333,90.666667,"[90,92,90]",73.733333,"[70.400000,77.600000,73.200000]",37.333333,"[39,36,37]",2429,126.000000,"[125,128,125]",2430
244002,1,27.666667,"[24,30,29]",59.666667,"[66,62,51]",66.333333,"[62,62,75]",11158,6,6,1.200000,"[1,0,1,0,3,3,1,2,0,2,0,2,0,3,0]",0.666667,"[2,1,0,1,1,1,1,0,0,1,0,0,0,2,0]",34.000000,"[35,35,32]",75.600000,92.333333,"[94,89,94]",75.600000,"[74.800000,72.200000,79.800000]",36.000000,"[38,37,33]",2439,126.000000,"[128,124,126]",2440
245001,1,10.666667,"[10,11,11]",65.333333,"[78,63,55]",68.666667,"[58,71,77]",11507,5,5,0.933333,"[1,0,1,0,3,2,1,1,0,1,0,1,0,3,0]",0.600000,"[1,1,0,1,1,1,1,0,0,1,0,0,0,2,0]",34.000000,"[34,34,34]",69.600000,100.333333,"[102,101,98]",69.600000,"[70.200000,65.400000,73.200000]",46.000000,"[47,49,42]",2449,134.000000,"[136,134,132]",2450
246001,1,29.666667,"[29,30,30]",58.333333,"[62,55,58]",67.000000,"[66,69,66]",10920,8,8,1.600000,"[1,0,1,3,3,5,1,1,0,2,0,4,0,3,0]",0.866667,"[4,1,0,1,1,1,1,0,0,1,0,1,0,2,0]",33.333333,"[32,33,35]",75.400000,92.000000,"[95,91,90]",75.400000,"[83.200000,69.400000,73.600000]",35.666667,"[32,39,36]",2459,125.333333,"[128,124,124]",2460
247001,1,26.666667,"[25,27,28]",62.666667,"[66,59,63]",65.000000,"[63,70,62]",9530,6,6,1.066667,"[1,0,0,0,2,4,1,1,0,3,0,0,0,4,0]",0.866667,"[1,1,0,1,3,1,1,0,0,3,0,0,1,1,0]",34.000000,"[34,34,34]",72.600000,93.666667,"[96,95,90]",72.600000,"[74.400000,84.200000,59.200000]",39.333333,"[39,32,47]",2469,127.666667,"[129,129,125]",2470
248001,1,27.666667,"[30,25,28]",60.333333,"[59,59,63]",65.333333,"[66,66,64]",11258,7,7,1.400000,"[1,0,2,0,2,4,2,0,0,7,1,0,1,1,0]",0.800000,"[1,1,0,1,4,1,1,0,0,1,0,0,0,1,1]",34.333333,"[34,35,34]",71.533333,90.333333,"[90,89,92]",71.533333,"[76.000000,64.800000,73.800000]",38.666667,"[35,43,38]",2479,125.666667,"[125,125,127]",2480
249001,1,42.666667,"[42,43,43]",55.666667,"[55,60,52]",68.000000,"[69,65,70]",11797,4,4,0.800000,"[0,0,1,0,2,1,2,0,0,1,2,1,1,1,0]",0.533333,"[1,1,0,1,1,1,1,0,0,1,0,0,0,1,0]",34.333333,"[34,35,34]",60.200000,88.333333,"[89,89,87]",60.200000,"[63.800000,60.600000,56.200000]",45.333333,"[43,46,47]",2489,123.666667,"[124,125,122]",2490
250001,1,28.666667,"[31,27,28]",57.000000,"[67,56,48]",68.000000,"[57,70,77]",11076,4,4,0.800000,"[0,0,1,0,2,1,1,1,0,1,2,1,1,1,0]",0.533333,"[1,1,0,1,1,1,1,0,0,1,0,0,0,1,0]",32.666667,"[35,30,33]",69.933333,91.666667,"[88,96,91]",69.933333,"[59.600000,74.200000,76.000000]",39.333333,"[46,37,35]",2499,125.000000,"[124,126,125]",2500
251001,1,30.666667,"[33,29,30]",65.333333,"[68,58,70]",58.666667,"[54,66,56]",10277,5,5,0.933333,"[0,0,1,0,2,1,3,0,0,1,2,0,1,2,1]",0.800000,"[1,1,0,1,2,1,2,0,0,1,0,0,0,1,2]",35.000000,"[35,35,35]",68.466667,88.333333,"[86,89,90]",68.466667,"[57.600000,69.400000,78.400000]",39.666667,"[46,39,34]",2509,124.000000,"[122,124,126]",2510
252001,1,29.333333,"[33,25,30]",64.000000,"[70,56,66]",60.333333,"[50,72,59]",12342,6,6,1.133333,"[0,0,2,0,2,2,2,1,0,2,2,0,1,3,0]",0.733333,"[1,1,0,1,3,1,2,0,0,1,0,0,0,1,0]",34.666667,"[35,35,34]",76.266667,90.000000,"[86,94,90]",76.266667,"[75.200000,73.400000,80.200000]",34.333333,"[32,39,32]",2519,124.333333,"[120,128,125]",2520
253001,1,30.666667,"[29,28,35]",62.000000,"[72,49,65]",61.666667,"[53,77,55]",11982,5,5,1.000000,"[0,0,2,0,2,2,1,1,0,2,2,0,1,2,0]",0.600000,"[1,1,0,1,2,1,1,0,0,1,0,0,0,1,0]",34.000000,"[33,34,35]",72.333333,89.333333,"[92,91,85]",72.333333,"[67.600000,74.200000,75.200000]",36.666667,"[41,37,32]",2529,123.666667,"[125,126,120]",2530
254001,1,25.666667,"[25,27,25]",60.000000,"[55,68,57]",67.333333,"[70,60,72]",11512,4,4,0.866667,"[0,0,0,0,2,2,1,0,0,2,2,0,2,2,0]",0.600000,"[1,1,0,1,1,1,1,0,0,1,0,0,0,1,1]",34.000000,"[32,35,35]",72.733333,92.666667,"[92,93,93]",72.733333,"[69.000000,77.600000,71.600000]",39.000000,"[40,36,41]",2539,127.333333,"[125,128,129]",2540
255001,1,32.333333,"[31,33,33]",67.000000,"[66,68,67]",55.000000,"[58,54,53]",11591,4,4,0.800000,"[0,0,0,1,2,3,1,0,0,1,2,0,1,1,0]",0.533333,"[1,1,0,1,1,1,1,0,0,1,0,0,0,1,0]",33.666667,"[34,33,34]",71.133333,87.666667,"[90,88,85]",71.133333,"[69.400000,73.000000,71.000000]",36.333333,"[39,35,35]",2549,122.000000,"[124,122,120]",2550
256001,1,14.000000,"[15,11,16]",57.000000,"[53,59,59]",63.333333,"[64,69,57]",12658,4,4,0.800000,"[0,0,0,1,2,3,1,0,0,1,2,0,1,1,0]",0.533333,"[1,1,0,1,1,1,1,0,0,1,0,0,0,1,0]",29.666667,"[21,34,34]",70.400000,90.333333,"[96,93,82]",70.400000,"[72.200000,76.200000,62.800000]",35.666667,"[32,37,38]",2559,120.333333,"[117,128,116]",2560
257001,1,28.333333,"[32,27,26]",63.333333,"[66,65,59]",63.000000,"[56,63,70]",12499,5,5,1.000000,"[0,0,0,0,2,4,1,0,0,1,2,0,3,2,0]",0.600000,"[2,1,0,1,1,1,1,0,0,1,0,0,0,1,0]",32.666667,"[34,31,33]",69.400000,93.000000,"[87,97,95]",69.400000,"[70.200000,74.800000,63.200000]",40.666667,"[37,38,47]",2569,126.333333,"[122,128,129]",2570
258001,1,27.000000,"[27,27,27]",64.333333,"[64,65,64]",62.666667,"[62,63,63]",9732,5,5,0.933333,"[0,0,0,1,2,2,2,0,0,2,1,1,1,2,0]",0.666667,"[1,1,0,1,2,1,2,0,0,1,0,0,0,1,0]",34.666667,"[35,34,35]",74.733333,92.333333,"[90,94,93]",74.733333,"[77.000000,79.000000,68.200000]",37.333333,"[35,35,42]",2579,127.000000,"[126,128,127]",2580
259001,1,30.000000,"[29,31,30]",59.333333,"[63,57,58]",64.666667,"[61,67,66]",7893,6,6,1.333333,"[0,0,0,3,4,3,1,0,0,1,6,1,0,1,0]",1.066667,"[1,3,0,3,1,3,1,0,0,3,0,0,0,1,0]",34.666667,"[34,35,35]",73.133333,89.000000,"[89,89,89]",73.133333,"[65.200000,76.400000,77.800000]",36.333333,"[42,34,33]",2589,124.000000,"[124,124,124]",2590
260001,1,16.000000,"[14,17,17]",55.333333,"[56,55,55]",68.333333,"[69,67,69]",7024,7,7,1.533333,"[0,0,0,3,3,5,1,0,0,1,5,0,0,2,3]",1.133333,"[2,3,0,3,1,3,1,0,0,3,0,0,0,1,0]",32.333333,"[32,32,33]",78.400000,90.666667,"[92,90,90]",78.400000,"[73.200000,80.000000,82.000000]",32.333333,"[37,30,30]",2599,123.666667,"[125,122,124]",2600
261001,1,27.333333,"[28,27,27]",58.666667,"[63,50,63]",66.000000,"[61,72,65]",11749,7,7,1.266667,"[0,0,0,1,4,3,1,0,4,3,2,0,0,1,0]",0.733333,"[1,1,0,1,1,1,1,0,0,1,0,0,0,4,0]",35.000000,"[35,35,35]",78.466667,89.333333,"[88,87,93]",78.466667,"[72.200000,78.600000,84.600000]",33.000000,"[37,31,31]",2609,124.666667,"[124,122,128]",2610
262001,1,31.333333,"[31,32,31]",64.000000,"[65,68,59]",59.666667,"[58,54,67]",12822,7,7,1.266667,"[0,0,0,1,4,3,1,0,4,3,2,0,0,1,0]",0.733333,"[1,1,0,1,1,1,1,0,0,0,0,0,0,5,0]",32.333333,"[28,35,34]",70.466667,90.666667,"[94,87,91]",70.466667,"[71.200000,70.200000,70.000000]",38.000000,"[37,37,40]",2619,123.666667,"[123,122,126]",2620
263001,1,30.000000,"[26,34,30]",65.333333,"[63,75,58]",58.333333,"[65,45,65]",12060,7,7,1.266667,"[0,0,0,1,4,3,1,0,4,3,2,0,0,1,0]",0.733333,"[1,1,0,1,1,1,1,0,0,1,0,0,0,4,0]",34.000000,"[35,32,35]",66.266667,89.666667,"[93,88,88]",66.266667,"[72.000000,55.600000,71.200000]",41.000000,"[40,46,37]",2629,123.666667,"[128,120,123]",2630
264001,1,27.666667,"[26,27,30]",67.333333,"[62,70,70]",58.666667,"[66,57,53]",11644,6,6,1.066667,"[0,1,0,0,3,1,2,0,3,1,2,0,1,2,0]",0.733333,"[1,1,0,1,2,1,2,0,0,1,0,0,0,2,0]",34.000000,"[33,34,35]",75.600000,92.000000,"[95,93,88]",75.600000,"[80.400000,71.000000,75.400000]",36.000000,"[34,40,34]",2639,126.000000,"[128,127,123]",2640
265001,1,30.333333,"[30,32,29]",60.333333,"[62,62,57]",64.000000,"[62,63,67]",12318,5,5,0.933333,"[0,1,0,0,3,1,1,0,3,1,2,0,1,1,0]",0.666667,"[1,1,0,1,1,1,1,0,0,1,0,0,0,2,1]",35.000000,"[35,35,35]",78.600000,89.666667,"[90,90,89]",78.600000,"[79.200000,83.000000,73.600000]",32.666667,"[32,30,36]",2649,124.333333,"[124,125,124]",2650
266001,1,25.666667,"[29,28,20]",61.000000,"[65,61,57]",68.000000,"[62,65,77]",11521,5,5,0.866667,"[0,1,0,0,3,1,1,0,2,1,2,0,1,1,0]",0.600000,"[1,1,0,1,1,1,1,0,0,1,0,0,0,2,0]",35.000000,"[35,35,35]",75.800000,93.333333,"[92,90,98]",75.800000,"[76.600000,74.200000,76.600000]",38.000000,"[36,37,41]",2659,129.000000,"[127,126,134]",2660
267001,1,23.666667,"[28,27,16]",62.000000,"[59,65,62]",58.666667,"[58,54,64]",9864,7,7,1.333333,"[0,4,0,2,5,1,1,0,0,3,3,0,0,1,0]",1.066667,"[1,2,0,2,2,3,1,0,0,1,0,1,0,3,0]",31.000000,"[30,31,32]",49.733333,89.333333,"[87,87,94]",49.733333,"[40.000000,53.200000,56.000000]",50.666667,"[55,47,50]",2669,120.666667,"[117,119,126]",2670
268001,1,27.000000,"[30,26,25]",65.000000,"[62,59,74]",63.666667,"[66,70,55]",12708,5,5,0.866667,"[0,0,0,1,2,2,1,0,2,1,1,0,1,1,1]",0.600000,"[1,1,0,1,1,2,1,0,0,1,0,0,0,1,0]",34.333333,"[34,34,35]",78.733333,93.666667,"[93,94,94]",78.733333,"[80.400000,84.200000,71.600000]",35.666667,"[34,32,41]",2679,128.666667,"[128,129,129]",2680
269001,1,30.000000,"[32,31,27]",60.000000,"[61,64,55]",64.000000,"[62,59,71]",13034,5,5,0.866667,"[0,1,0,0,3,1,1,0,2,1,2,0,1,1,0]",0.600000,"[1,1,0,1,1,1,0,0,0,1,0,0,0,3,0]",34.333333,"[34,35,34]",66.600000,89.666667,"[89,87,93]",66.600000,"[60.000000,68.400000,71.400000]",41.000000,"[45,39,39]",2689,124.000000,"[123,123,126]",2690
270001,1,28.333333,"[28,34,23]",69.333333,"[73,68,67]",57.000000,"[51,56,64]",10801,5,5,0.866667,"[0,2,0,0,2,1,1,1,2,2,0,0,1,1,0]",0.600000,"[1,1,0,1,1,1,1,0,0,1,0,0,0,2,0]",34.333333,"[35,34,34]",67.066667,92.333333,"[90,91,96]",67.066667,"[56.800000,77.800000,66.600000]",42.333333,"[48,33,46]",2699,126.333333,"[124,124,131]",2700
271001,1,28.000000,"[28,28,28]",62.000000,"[66,58,62]",63.666667,"[60,69,62]",9800,6,6,1.200000,"[2,0,1,3,4,1,1,0,0,1,1,0,3,1,0]",1.066667,"[1,2,0,3,1,4,1,0,0,2,1,0,0,1,0]",34.333333,"[35,34,34]",74.333333,91.000000,"[90,93,90]",74.333333,"[79.800000,76.600000,66.600000]",36.666667,"[33,36,41]",2709,125.666667,"[126,127,124]",2710
272001,1,30.000000,"[30,33,27]",62.666667,"[76,60,52]",62.333333,"[49,63,75]",8918,6,6,1.000000,"[1,0,1,2,3,1,1,0,0,1,1,0,3,1,0]",1.133333,"[1,2,0,3,1,4,1,0,0,2,1,1,0,1,0]",34.000000,"[34,35,33]",77.400000,90.666667,"[90,88,94]",77.400000,"[73.200000,74.000000,85.000000]",34.000000,"[37,35,30]",2719,125.000000,"[125,123,127]",2720
