0-correct_AVE,0-incorrect_AVE,1-correct_AVE,1-incorrect_AVE,2-correct_AVE,2-incorrect_AVE,3-correct_AVE,3-incorrect_AVE,4-correct_AVE,4-incorrect_AVE,5-correct_AVE,5-incorrect_AVE,6-correct_AVE,6-incorrect_AVE,7-correct_AVE,7-incorrect_AVE,8-correct_AVE,8-incorrect_AVE,9-correct_AVE,9-incorrect_AVE,genomeLength_AVE,markovBrainDeterministicGates_AVE,markovBrainGates_AVE,markovBrainGates_VAR,optimizeValue_AVE,score_AVE,totalCorrect_AVE,totalIncorrect_AVE,update
0.400000,0.901900,0.458000,0.889900,0.494000,0.952400,0.470000,0.887700,0.452000,0.894800,0.482000,0.921900,0.436000,0.911600,0.412000,0.832400,0.464000,0.916300,0.484000,0.936900,12750.578000,30.202000,30.202000,52.886970,7.048625,7.048625,4.552000,40.686000,260
0.408000,0.888900,0.534000,0.936800,0.498000,0.984200,0.436000,0.858600,0.482000,0.946200,0.454000,0.919400,0.476000,0.918900,0.462000,0.941900,0.430000,0.888400,0.392000,0.854600,13330.114000,30.560000,30.560000,45.288978,7.148375,7.148375,4.572000,41.122000,270
0.490000,0.935200,0.502000,0.937800,0.462000,0.983500,0.402000,0.824800,0.440000,0.925600,0.464000,0.913500,0.472000,0.941600,0.468000,0.909700,0.458000,0.917200,0.398000,0.791300,13456.220000,29.700000,29.700000,33.533066,7.042500,7.042500,4.556000,40.836000,280
0.468000,0.917700,0.410000,0.858600,0.522000,0.985100,0.394000,0.843300,0.456000,0.851400,0.438000,0.904900,0.458000,0.910900,0.428000,0.913700,0.384000,0.846000,0.430000,0.848000,13831.404000,28.404000,28.404000,34.229242,7.051250,7.051250,4.388000,40.016000,290
0.466000,0.954200,0.450000,0.927500,0.498000,0.980300,0.436000,0.863200,0.430000,0.892600,0.440000,0.870300,0.446000,0.932700,0.502000,0.939200,0.486000,0.924200,0.434000,0.846600,14211.210000,28.060000,28.060000,23.860120,7.101500,7.101500,4.588000,41.072000,300
0.508000,0.958900,0.450000,0.875700,0.468000,0.952600,0.430000,0.855100,0.476000,0.913600,0.420000,0.909100,0.456000,0.937200,0.494000,0.963300,0.466000,0.880500,0.370000,0.732300,14236.870000,27.298000,27.298000,23.772741,6.938000,6.938000,4.538000,40.360000,310
0.458000,0.938900,0.430000,0.873100,0.468000,0.949100,0.456000,0.876400,0.436000,0.855000,0.464000,0.877500,0.442000,0.942200,0.458000,0.934000,0.438000,0.923700,0.400000,0.763400,15213.014000,26.576000,26.576000,18.144513,7.023625,7.023625,4.450000,40.218000,320
0.446000,0.894300,0.422000,0.852800,0.474000,0.939200,0.416000,0.800900,0.468000,0.921500,0.414000,0.930300,0.476000,0.934700,0.428000,0.897800,0.508000,0.933200,0.388000,0.759800,15135.310000,24.422000,24.422000,20.164244,6.940500,6.940500,4.440000,39.900000,330
0.416000,0.855200,0.430000,0.866700,0.422000,0.822600,0.366000,0.802900,0.428000,0.906400,0.430000,0.887000,0.482000,0.936200,0.444000,0.908100,0.508000,0.945100,0.438000,0.837200,15238.224000,22.592000,22.592000,28.739014,6.841875,6.841875,4.364000,39.454000,340
0.412000,0.886600,0.410000,0.876600,0.464000,0.849900,0.458000,0.863900,0.446000,0.936200,0.438000,0.896000,0.438000,0.897600,0.458000,0.905500,0.470000,0.965800,0.420000,0.810900,15142.172000,22.120000,22.120000,33.628858,6.972125,6.972125,4.414000,40.026000,350
0.430000,0.894300,0.440000,0.861100,0.428000,0.848100,0.448000,0.884300,0.492000,0.893000,0.456000,0.930100,0.436000,0.857500,0.468000,0.917400,0.450000,0.960500,0.396000,0.802300,15129.490000,22.146000,22.146000,32.353391,6.862750,6.862750,4.444000,39.792000,360
0.426000,0.882800,0.446000,0.889300,0.402000,0.863800,0.458000,0.903500,0.436000,0.825800,0.448000,0.920300,0.416000,0.815500,0.460000,0.924900,0.446000,0.952200,0.476000,0.879900,15510.956000,22.806000,22.806000,35.980325,6.935125,6.935125,4.414000,39.874000,370
0.438000,0.910100,0.462000,0.916700,0.432000,0.898000,0.460000,0.924500,0.412000,0.828300,0.402000,0.850200,0.432000,0.876000,0.452000,0.917900,0.450000,0.973500,0.520000,0.909000,15583.684000,22.464000,22.464000,25.163030,7.097500,7.097500,4.460000,40.552000,380
0.482000,0.926300,0.454000,0.904400,0.438000,0.864400,0.504000,0.947600,0.356000,0.699800,0.448000,0.886800,0.424000,0.825900,0.430000,0.905400,0.448000,0.975200,0.426000,0.897300,16178.012000,21.658000,21.658000,20.586208,6.951625,6.951625,4.410000,39.762000,390
0.392000,0.843800,0.400000,0.889000,0.418000,0.827600,0.502000,0.945900,0.364000,0.710100,0.424000,0.864900,0.406000,0.844200,0.478000,0.897700,0.466000,0.951000,0.464000,0.880700,16066.990000,20.082000,20.082000,14.692661,6.771750,6.771750,4.314000,38.952000,400
0.430000,0.821500,0.400000,0.852900,0.372000,0.802300,0.456000,0.911100,0.386000,0.766500,0.422000,0.863800,0.416000,0.869200,0.480000,0.896700,0.446000,0.902900,0.460000,0.876300,15781.326000,18.470000,18.470000,10.930962,6.711875,6.711875,4.268000,38.550000,410
0.402000,0.822300,0.430000,0.887300,0.366000,0.747500,0.394000,0.765100,0.448000,0.868800,0.454000,0.870300,0.458000,0.907600,0.430000,0.920700,0.480000,0.939700,0.420000,0.856800,15666.004000,17.716000,17.716000,9.165675,6.691750,6.691750,4.282000,38.624000,420
0.378000,0.754900,0.444000,0.866200,0.364000,0.779300,0.358000,0.767700,0.504000,0.902600,0.474000,0.890300,0.416000,0.905600,0.418000,0.886200,0.444000,0.901500,0.394000,0.785600,15550.314000,16.012000,16.012000,8.496850,6.629125,6.629125,4.194000,38.018000,430
0.422000,0.815400,0.444000,0.865800,0.428000,0.867300,0.366000,0.782900,0.464000,0.921600,0.430000,0.852600,0.414000,0.840100,0.466000,0.909600,0.428000,0.923800,0.432000,0.876000,16199.258000,15.974000,15.974000,10.081487,6.777375,6.777375,4.294000,38.962000,440
0.406000,0.828700,0.460000,0.871400,0.426000,0.879000,0.416000,0.833800,0.434000,0.902400,0.410000,0.918000,0.446000,0.844800,0.424000,0.909300,0.478000,0.914500,0.464000,0.893600,16204.162000,15.722000,15.722000,10.385487,6.931625,6.931625,4.364000,39.614000,450
0.390000,0.853500,0.416000,0.828900,0.452000,0.897500,0.442000,0.857200,0.466000,0.916000,0.452000,0.913200,0.482000,0.907800,0.402000,0.890800,0.462000,0.880600,0.440000,0.891400,16434.456000,14.802000,14.802000,9.521840,6.903125,6.903125,4.404000,39.758000,460
0.414000,0.854200,0.422000,0.814100,0.388000,0.817400,0.420000,0.787100,0.470000,0.938000,0.454000,0.946800,0.436000,0.922200,0.462000,0.928900,0.444000,0.873400,0.460000,0.879700,16957.734000,15.318000,15.318000,11.844565,6.874750,6.874750,4.370000,39.440000,470
0.416000,0.886900,0.404000,0.794700,0.452000,0.862300,0.446000,0.836700,0.430000,0.884000,0.432000,0.918300,0.482000,0.877800,0.432000,0.924900,0.388000,0.790000,0.474000,0.896300,17182.080000,15.312000,15.312000,14.924505,6.746500,6.746500,4.356000,38.996000,480
0.450000,0.872600,0.380000,0.783100,0.440000,0.880800,0.442000,0.800300,0.452000,0.932700,0.440000,0.940600,0.446000,0.881700,0.480000,0.918000,0.436000,0.861500,0.434000,0.884700,17482.954000,15.642000,15.642000,15.416669,6.804125,6.804125,4.400000,39.390000,490
0.408000,0.844300,0.390000,0.788900,0.476000,0.892300,0.386000,0.788600,0.490000,0.924000,0.452000,0.900700,0.464000,0.965700,0.436000,0.910300,0.380000,0.819800,0.456000,0.905300,17356.412000,16.238000,16.238000,17.845046,6.857375,6.857375,4.338000,39.350000,500
0.412000,0.860100,0.410000,0.811200,0.396000,0.878000,0.406000,0.780200,0.504000,0.939500,0.482000,0.965300,0.490000,0.966600,0.420000,0.917100,0.482000,0.911400,0.466000,0.911800,18154.584000,17.184000,17.184000,14.960064,6.994250,6.994250,4.468000,40.244000,510
0.436000,0.874200,0.402000,0.823800,0.430000,0.883700,0.426000,0.851200,0.488000,0.968800,0.436000,0.932500,0.504000,0.966000,0.466000,0.910300,0.444000,0.927500,0.476000,0.912500,18519.552000,16.948000,16.948000,7.424144,7.097625,7.097625,4.508000,40.750000,520
0.388000,0.844700,0.376000,0.736700,0.438000,0.843100,0.400000,0.813400,0.464000,0.959200,0.438000,0.882300,0.508000,0.967700,0.412000,0.832900,0.470000,0.916000,0.508000,0.935800,18827.680000,15.910000,15.910000,7.548998,6.738750,6.738750,4.402000,39.252000,530
0.426000,0.863100,0.404000,0.845900,0.400000,0.827300,0.474000,0.896700,0.474000,0.939200,0.436000,0.922200,0.454000,0.970500,0.414000,0.869400,0.502000,0.895900,0.488000,0.960500,18983.368000,15.540000,15.540000,7.527455,7.056250,7.056250,4.472000,40.472000,540
0.386000,0.851900,0.424000,0.855800,0.464000,0.893500,0.424000,0.880700,0.458000,0.940200,0.470000,0.912100,0.472000,0.959200,0.452000,0.860500,0.410000,0.822100,0.498000,0.950600,18828.954000,15.326000,15.326000,7.643010,6.991375,6.991375,4.458000,40.186000,550
0.400000,0.813600,0.468000,0.902600,0.404000,0.884900,0.500000,0.899900,0.444000,0.964000,0.466000,0.917700,0.504000,0.953900,0.446000,0.910600,0.418000,0.852300,0.434000,0.908800,18800.324000,15.360000,15.360000,8.972345,7.037875,7.037875,4.484000,40.534000,560
0.450000,0.855500,0.466000,0.836300,0.388000,0.813000,0.408000,0.854200,0.446000,0.936400,0.448000,0.926800,0.460000,0.951300,0.462000,0.891900,0.452000,0.907700,0.434000,0.916700,18593.360000,14.624000,14.624000,6.219062,6.923000,6.923000,4.414000,39.992000,570
0.478000,0.893300,0.420000,0.833200,0.440000,0.809700,0.356000,0.794600,0.472000,0.955500,0.420000,0.896200,0.454000,0.918200,0.454000,0.888500,0.406000,0.881100,0.480000,0.900500,18229.742000,14.588000,14.588000,6.290838,6.851000,6.851000,4.380000,39.460000,580
0.488000,0.925000,0.406000,0.781900,0.446000,0.856100,0.390000,0.739300,0.444000,0.961900,0.432000,0.870500,0.472000,0.942400,0.372000,0.792200,0.448000,0.880800,0.432000,0.884200,17610.878000,13.506000,13.506000,6.062088,6.759625,6.759625,4.330000,38.858000,590
0.442000,0.916600,0.362000,0.753800,0.404000,0.838400,0.378000,0.725700,0.494000,0.942300,0.414000,0.892200,0.462000,0.965500,0.388000,0.787400,0.430000,0.822200,0.464000,0.901500,18054.564000,13.204000,13.204000,5.216818,6.666375,6.666375,4.238000,38.454000,600
0.428000,0.876600,0.376000,0.795000,0.388000,0.773900,0.410000,0.724500,0.486000,0.945400,0.436000,0.892300,0.460000,0.910000,0.404000,0.828300,0.376000,0.743300,0.416000,0.882200,18370.666000,13.406000,13.406000,6.205575,6.555000,6.555000,4.180000,37.696000,610
0.458000,0.882900,0.442000,0.865700,0.350000,0.759000,0.358000,0.784300,0.476000,0.917200,0.476000,0.917900,0.492000,0.930800,0.416000,0.905400,0.426000,0.790500,0.468000,0.916800,18384.850000,13.190000,13.190000,6.382665,6.724125,6.724125,4.362000,38.994000,620
0.456000,0.910000,0.482000,0.899000,0.356000,0.760200,0.376000,0.792200,0.448000,0.932200,0.438000,0.878900,0.434000,0.869500,0.462000,0.914300,0.414000,0.829800,0.466000,0.846800,18655.022000,12.912000,12.912000,7.643543,6.744500,6.744500,4.332000,38.856000,630
0.414000,0.898400,0.442000,0.903300,0.468000,0.879700,0.380000,0.795300,0.436000,0.922600,0.472000,0.923400,0.464000,0.887600,0.476000,0.917000,0.378000,0.799500,0.468000,0.872200,18155.908000,12.864000,12.864000,8.105715,6.884750,6.884750,4.398000,39.592000,640
0.444000,0.872700,0.446000,0.914300,0.428000,0.893000,0.364000,0.806300,0.504000,0.945600,0.496000,0.945100,0.452000,0.858400,0.432000,0.890000,0.442000,0.843000,0.434000,0.862500,17643.192000,12.328000,12.328000,8.449315,6.901875,6.901875,4.442000,39.750000,650
0.420000,0.873100,0.408000,0.853600,0.450000,0.875500,0.394000,0.777400,0.464000,0.942100,0.474000,0.956100,0.408000,0.844900,0.442000,0.887600,0.456000,0.836500,0.460000,0.864400,17200.358000,11.838000,11.838000,7.911579,6.768625,6.768625,4.376000,39.190000,660
0.470000,0.859200,0.390000,0.810400,0.466000,0.881000,0.406000,0.837900,0.444000,0.884600,0.496000,0.946000,0.408000,0.861300,0.442000,0.880400,0.382000,0.787800,0.442000,0.858900,16550.126000,11.820000,11.820000,8.007615,6.647750,6.647750,4.346000,38.708000,670
0.404000,0.849100,0.360000,0.769500,0.468000,0.866600,0.418000,0.798700,0.428000,0.918000,0.506000,0.964100,0.446000,0.912600,0.434000,0.849800,0.404000,0.823400,0.418000,0.871100,16688.686000,12.304000,12.304000,8.536657,6.723625,6.723625,4.286000,38.810000,680
0.468000,0.849400,0.438000,0.816500,0.438000,0.873900,0.438000,0.918000,0.456000,0.919600,0.432000,0.966700,0.434000,0.883500,0.366000,0.768400,0.392000,0.833600,0.500000,0.879500,16422.920000,12.276000,12.276000,8.757339,6.775750,6.775750,4.362000,39.180000,690
0.426000,0.864400,0.424000,0.873900,0.412000,0.882200,0.444000,0.890500,0.480000,0.952100,0.474000,0.953100,0.452000,0.921500,0.396000,0.772500,0.436000,0.847600,0.496000,0.930100,16090.358000,12.404000,12.404000,10.048882,6.942125,6.942125,4.440000,39.986000,700
0.426000,0.873400,0.402000,0.848700,0.410000,0.799600,0.434000,0.858700,0.470000,0.918900,0.498000,0.934200,0.452000,0.905800,0.372000,0.750800,0.390000,0.828600,0.476000,0.930600,16502.340000,12.792000,12.792000,12.221178,6.760250,6.760250,4.330000,38.928000,710
0.436000,0.860200,0.408000,0.857900,0.438000,0.851800,0.436000,0.886600,0.438000,0.940400,0.482000,0.936800,0.442000,0.863400,0.402000,0.789900,0.428000,0.878100,0.500000,0.928100,16984.198000,12.926000,12.926000,11.772068,6.856625,6.856625,4.410000,39.554000,720
0.386000,0.810400,0.464000,0.886800,0.444000,0.838200,0.474000,0.902200,0.474000,0.927600,0.418000,0.932500,0.412000,0.855400,0.402000,0.779100,0.452000,0.901900,0.474000,0.864200,17431.038000,12.978000,12.978000,11.276068,6.701750,6.701750,4.400000,39.096000,730
0.424000,0.817100,0.420000,0.903700,0.464000,0.885000,0.422000,0.895300,0.472000,0.936900,0.468000,0.934500,0.402000,0.797200,0.394000,0.759600,0.438000,0.891600,0.422000,0.850500,17504.398000,12.628000,12.628000,9.019655,6.782375,6.782375,4.326000,39.014000,740
0.378000,0.792400,0.420000,0.865700,0.496000,0.865900,0.434000,0.873400,0.464000,0.938800,0.432000,0.918900,0.420000,0.846100,0.432000,0.816000,0.420000,0.883900,0.436000,0.851000,17202.384000,12.246000,12.246000,8.258000,6.797875,6.797875,4.332000,38.954000,750
0.382000,0.790700,0.436000,0.861200,0.462000,0.890700,0.408000,0.898300,0.460000,0.904900,0.456000,0.925100,0.450000,0.874200,0.424000,0.845300,0.370000,0.799800,0.456000,0.856000,17189.230000,12.072000,12.072000,8.503824,6.804125,6.804125,4.304000,38.934000,760
0.410000,0.758900,0.410000,0.825000,0.458000,0.908200,0.446000,0.894700,0.450000,0.882700,0.482000,0.933700,0.446000,0.925300,0.432000,0.838500,0.400000,0.836600,0.334000,0.792400,17589.904000,11.514000,11.514000,6.298401,6.724375,6.724375,4.268000,38.694000,770
0.370000,0.782400,0.390000,0.761100,0.476000,0.918800,0.412000,0.884600,0.390000,0.911500,0.470000,0.914400,0.414000,0.882900,0.410000,0.796700,0.472000,0.859400,0.436000,0.830000,17955.240000,11.456000,11.456000,6.052168,6.708500,6.708500,4.240000,38.472000,780
0.444000,0.831900,0.418000,0.823800,0.458000,0.925900,0.434000,0.944700,0.470000,0.937800,0.492000,0.950900,0.428000,0.869600,0.430000,0.788200,0.436000,0.880700,0.466000,0.932400,18570.122000,11.778000,11.778000,6.080878,6.924625,6.924625,4.476000,39.994000,790
0.428000,0.847900,0.402000,0.769800,0.410000,0.897400,0.460000,0.891000,0.454000,0.906700,0.518000,0.955500,0.452000,0.915100,0.370000,0.757300,0.436000,0.912200,0.436000,0.895500,18662.768000,11.226000,11.226000,5.814553,6.816375,6.816375,4.366000,39.374000,800
0.384000,0.813600,0.400000,0.807700,0.468000,0.917000,0.440000,0.845200,0.460000,0.898400,0.428000,0.917000,0.496000,0.955700,0.364000,0.735800,0.426000,0.870900,0.422000,0.803600,18664.200000,10.780000,10.780000,5.005611,6.638125,6.638125,4.288000,38.518000,810
0.472000,0.899900,0.372000,0.788300,0.434000,0.911800,0.398000,0.810800,0.416000,0.811000,0.376000,0.823700,0.478000,0.916500,0.364000,0.737400,0.414000,0.878100,0.424000,0.808700,18719.484000,10.280000,10.280000,6.698998,6.576875,6.576875,4.148000,37.746000,820
0.436000,0.872200,0.370000,0.733700,0.502000,0.956200,0.408000,0.827100,0.430000,0.856900,0.422000,0.861100,0.466000,0.930100,0.428000,0.839700,0.434000,0.862100,0.406000,0.825300,18799.088000,10.052000,10.052000,4.358012,6.693375,6.693375,4.302000,38.538000,830
0.408000,0.847800,0.394000,0.736100,0.428000,0.924000,0.380000,0.789700,0.446000,0.866500,0.444000,0.804400,0.462000,0.928500,0.392000,0.805900,0.438000,0.879300,0.420000,0.819400,18757.294000,9.878000,9.878000,3.201519,6.557125,6.557125,4.212000,37.802000,840
0.400000,0.880000,0.374000,0.727900,0.474000,0.926600,0.410000,0.806600,0.408000,0.859400,0.398000,0.857100,0.434000,0.840800,0.408000,0.760200,0.426000,0.856900,0.432000,0.840600,18875.834000,9.750000,9.750000,3.811122,6.564500,6.564500,4.164000,37.612000,850
0.480000,0.910600,0.432000,0.822400,0.448000,0.901100,0.392000,0.815300,0.442000,0.874300,0.438000,0.884600,0.384000,0.716900,0.402000,0.821900,0.428000,0.895300,0.426000,0.868200,18683.340000,9.272000,9.272000,5.296609,6.596125,6.596125,4.272000,38.262000,860
0.448000,0.900600,0.440000,0.835300,0.410000,0.893500,0.422000,0.819400,0.434000,0.825200,0.430000,0.843000,0.344000,0.732200,0.378000,0.796600,0.418000,0.851300,0.438000,0.866000,18349.518000,9.052000,9.052000,7.384064,6.560500,6.560500,4.162000,37.648000,870
0.468000,0.883800,0.416000,0.823800,0.456000,0.926500,0.430000,0.872000,0.404000,0.874600,0.462000,0.901000,0.400000,0.793200,0.348000,0.757600,0.462000,0.917700,0.448000,0.923600,18404.934000,8.326000,8.326000,4.464653,6.815500,6.815500,4.294000,39.064000,880
0.416000,0.924700,0.382000,0.794300,0.428000,0.889700,0.442000,0.946400,0.446000,0.847300,0.474000,0.889900,0.474000,0.848900,0.406000,0.845000,0.408000,0.820100,0.460000,0.885800,18363.104000,7.580000,7.580000,2.468537,6.803625,6.803625,4.336000,39.114000,890
0.446000,0.864900,0.446000,0.835100,0.438000,0.893600,0.446000,0.931700,0.408000,0.873800,0.458000,0.911100,0.410000,0.750400,0.360000,0.736800,0.438000,0.836300,0.484000,0.949700,18019.468000,7.216000,7.216000,2.334012,6.669250,6.669250,4.334000,38.588000,900
0.440000,0.900700,0.410000,0.813100,0.460000,0.911400,0.484000,0.928400,0.466000,0.899800,0.458000,0.941300,0.346000,0.697400,0.374000,0.799500,0.394000,0.845200,0.458000,0.917400,17770.686000,7.270000,7.270000,2.654409,6.810125,6.810125,4.290000,38.978000,910
0.500000,0.947700,0.366000,0.808000,0.480000,0.894600,0.460000,0.894900,0.432000,0.898600,0.514000,0.975500,0.362000,0.799900,0.400000,0.808400,0.470000,0.906900,0.464000,0.901100,17797.912000,7.692000,7.692000,4.165467,6.826750,6.826750,4.448000,39.724000,920
