0-correct_AVE,0-incorrect_AVE,1-correct_AVE,1-incorrect_AVE,2-correct_AVE,2-incorrect_AVE,3-correct_AVE,3-incorrect_AVE,4-correct_AVE,4-incorrect_AVE,5-correct_AVE,5-incorrect_AVE,6-correct_AVE,6-incorrect_AVE,7-correct_AVE,7-incorrect_AVE,8-correct_AVE,8-incorrect_AVE,9-correct_AVE,9-incorrect_AVE,ID,alive,genomeLength,markovBrainDeterministicGates,markovBrainGates,markovBrain_nextNodesConnections_AVE,markovBrain_nextNodesConnections_LIST,markovBrain_nodesConnections_AVE,markovBrain_nodesConnections_LIST,optimizeValue,score_AVE,score_LIST,timeOfBirth,totalCorrect_AVE,totalIncorrect_AVE,totalIncorrect_LIST,update
1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,50001,1,7419,54,54,6.352941,"[5,12,2,7,3,6,9,8,15,9,15,5,7,11,10,5,10,3,5,2,8,5,4,8,1,7,8,4,1,4,4,4,2,7]",6.352941,"[8,11,7,4,5,5,6,6,14,8,11,12,8,7,11,4,8,4,5,4,3,3,8,6,8,4,4,2,1,6,11,0,5,7]",6.250000,6.250000,"[6.250000]",99,5.000000,40.000000,"[40]",100
0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,55001,1,6777,67,67,7.882353,"[4,11,15,7,10,7,7,2,6,15,7,3,15,10,11,6,10,9,9,8,7,4,6,5,7,8,7,5,2,7,5,12,10,11]",7.882353,"[11,6,13,9,5,5,5,3,10,6,7,9,4,11,14,6,18,11,0,15,5,6,5,5,13,8,12,8,9,11,5,4,6,3]",7.812500,7.812500,"[7.812500]",109,5.000000,45.000000,"[45]",110
0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,60001,1,6429,38,38,4.470588,"[3,7,1,8,7,0,4,5,10,4,8,7,6,10,6,1,6,5,4,0,2,6,4,3,3,5,4,7,2,1,6,2,1,4]",4.470588,"[3,5,8,5,6,4,8,3,11,11,9,11,3,7,2,2,8,4,1,2,1,1,3,2,2,3,3,2,0,3,8,3,6,2]",3.125000,3.125000,"[3.125000]",119,5.000000,30.000000,"[30]",120
0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,65001,1,7104,48,48,5.647059,"[2,3,5,6,9,2,2,7,14,9,11,5,10,5,6,2,5,3,2,8,4,4,4,4,4,5,14,12,2,2,9,4,6,2]",5.647059,"[6,8,1,3,5,4,5,5,17,15,10,3,3,8,9,7,8,1,2,4,8,4,1,4,2,6,2,3,1,7,6,6,6,12]",7.812500,7.812500,"[7.812500]",129,5.000000,45.000000,"[45]",130
1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,70001,1,8854,55,55,6.470588,"[3,12,3,8,5,3,12,15,16,13,11,5,6,6,5,5,7,5,5,3,6,10,6,4,4,4,4,6,3,4,5,4,11,1]",6.470588,"[6,4,6,4,13,4,8,7,7,2,19,9,5,7,8,6,3,8,7,7,4,9,11,8,5,2,3,3,3,7,13,1,6,5]",7.812500,7.812500,"[7.812500]",139,5.000000,45.000000,"[45]",140
1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,75001,1,10467,51,51,6.000000,"[1,7,6,11,4,4,7,6,4,10,8,2,7,9,16,7,8,5,6,7,4,3,2,5,9,11,5,2,8,1,5,5,3,6]",6.000000,"[10,9,15,4,1,6,4,2,6,4,3,10,5,4,8,3,9,4,1,10,6,6,6,2,10,4,8,3,12,16,2,4,2,5]",7.812500,7.812500,"[7.812500]",149,5.000000,45.000000,"[45]",150
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,80001,1,7358,42,42,4.941176,"[3,4,3,4,3,6,5,2,4,6,4,8,7,6,11,3,3,5,1,6,3,4,8,4,5,4,8,10,7,4,1,10,2,4]",4.941176,"[1,4,11,7,3,2,6,7,12,5,2,5,2,9,6,3,10,3,3,4,4,8,5,5,3,3,9,2,6,6,5,2,4,1]",6.250000,6.250000,"[6.250000]",159,5.000000,40.000000,"[40]",160
0.000000,1.000000,0.000000,1.000000,0.000000,0.250000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,85001,1,9222,39,39,4.588235,"[6,4,3,1,6,6,0,5,4,4,10,5,5,4,3,9,6,3,2,6,7,2,4,3,4,3,5,9,12,7,3,2,1,2]",4.588235,"[3,6,3,7,3,3,1,4,6,4,1,9,3,7,4,3,4,5,2,9,5,11,4,1,9,5,2,10,5,2,4,4,1,6]",7.875000,7.875000,"[7.875000]",169,4.000000,42.000000,"[42]",170
0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,90001,1,13758,53,53,6.235294,"[5,8,10,5,4,7,5,5,3,8,8,2,12,4,12,10,7,8,6,8,16,1,6,4,2,2,3,4,7,6,9,5,4,6]",6.235294,"[6,8,7,8,0,8,3,6,7,5,6,5,3,11,8,7,6,5,3,10,5,5,1,6,9,12,10,7,7,7,4,7,7,3]",6.250000,6.250000,"[6.250000]",179,5.000000,40.000000,"[40]",180
0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,95001,1,9871,37,37,4.352941,"[4,2,4,9,1,2,5,5,4,6,9,7,8,6,5,2,4,6,2,5,2,7,9,3,2,1,6,2,6,1,2,2,4,5]",4.352941,"[2,2,5,3,3,4,6,10,10,1,11,8,3,3,7,2,12,4,2,5,2,3,3,4,1,2,2,3,3,1,6,1,7,7]",6.250000,6.250000,"[6.250000]",189,5.000000,40.000000,"[40]",190
0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,100001,1,10879,40,40,4.705882,"[6,5,0,5,1,5,1,5,5,5,10,3,7,7,10,1,8,9,3,8,4,5,2,5,3,0,6,2,7,0,8,6,1,7]",4.705882,"[5,9,2,4,10,2,10,6,5,0,11,7,4,4,8,3,11,4,5,8,1,2,1,6,1,0,7,2,2,2,6,1,5,6]",7.812500,7.812500,"[7.812500]",199,5.000000,45.000000,"[45]",200
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,105001,1,12115,47,47,5.529412,"[1,12,4,5,5,2,6,0,16,6,2,5,12,13,3,9,6,9,3,7,6,6,4,10,4,6,4,4,1,2,6,2,6,1]",5.529412,"[7,6,11,6,11,2,3,6,5,3,10,5,4,10,11,7,5,5,8,1,1,6,9,4,5,6,0,3,4,2,5,1,5,11]",7.812500,7.812500,"[7.812500]",209,5.000000,45.000000,"[45]",210
1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,110001,1,10443,27,27,3.176471,"[5,5,2,6,2,1,2,2,2,2,7,2,4,2,3,1,9,6,4,5,2,3,2,2,2,0,2,1,5,1,8,4,2,2]",3.176471,"[6,6,0,2,6,1,7,2,4,1,6,4,0,4,4,2,6,5,3,7,1,1,5,3,2,1,5,1,1,2,6,2,2,0]",7.812500,7.812500,"[7.812500]",219,4.000000,41.000000,"[41]",220
1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.750000,115001,1,8263,17,17,2.000000,"[2,1,0,4,5,3,2,1,2,2,5,2,0,2,3,2,4,1,3,4,3,3,0,2,5,1,0,1,0,1,2,1,1,0]",2.000000,"[3,1,1,2,1,2,3,3,3,1,4,4,2,3,2,2,6,1,1,0,0,2,3,1,0,4,0,1,0,0,4,2,6,0]",7.875000,7.875000,"[7.875000]",229,4.000000,40.000000,"[40]",230
1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,120001,1,9128,36,36,4.235294,"[5,2,3,1,7,9,7,1,5,4,4,3,7,3,6,4,3,3,0,1,5,4,2,6,3,9,6,2,6,11,4,2,1,5]",4.235294,"[6,0,5,1,1,2,2,6,8,3,6,4,2,4,8,6,8,10,2,10,2,0,3,5,5,9,3,7,3,3,3,1,2,4]",6.250000,6.250000,"[6.250000]",239,4.000000,36.000000,"[36]",240
0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,125001,1,12436,46,46,5.411765,"[5,10,6,2,4,4,7,4,13,9,4,5,5,11,3,12,5,7,6,5,6,8,7,3,3,0,0,6,1,1,4,4,8,6]",5.411765,"[5,4,4,8,6,4,4,5,7,5,3,5,9,9,11,3,10,12,1,1,3,2,6,7,2,3,5,4,4,3,9,5,8,7]",7.812500,7.812500,"[7.812500]",249,5.000000,45.000000,"[45]",250
0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,130001,1,14082,31,31,3.647059,"[5,4,8,0,3,7,3,1,2,7,8,3,7,6,1,8,4,4,5,3,4,2,3,3,4,4,3,2,0,2,2,3,1,2]",3.647059,"[7,3,7,6,2,1,2,7,7,1,2,5,3,4,6,1,4,4,0,5,6,8,1,7,3,0,1,0,8,4,2,1,6,0]",7.812500,7.812500,"[7.812500]",259,4.000000,41.000000,"[41]",260
1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.400000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,135001,1,11080,34,34,4.000000,"[5,6,5,3,2,3,4,6,14,5,2,3,8,4,1,4,3,8,3,4,7,4,5,2,3,1,1,1,1,1,4,5,6,2]",4.000000,"[5,3,5,7,3,3,2,4,7,2,3,3,4,5,9,3,8,6,4,1,3,4,5,4,0,2,3,7,2,3,3,1,9,3]",6.500000,6.500000,"[6.500000]",269,5.000000,42.000000,"[42]",270
0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,140001,1,11631,23,23,2.705882,"[1,6,1,2,2,1,4,4,6,2,1,5,2,4,1,2,3,5,1,7,2,3,2,7,2,2,2,1,1,3,5,0,2,0]",2.705882,"[5,1,7,5,6,4,1,5,2,2,3,3,0,5,3,2,4,4,2,0,0,3,0,3,6,2,3,4,1,0,2,1,0,3]",7.812500,7.812500,"[7.812500]",279,5.000000,45.000000,"[45]",280
0.000000,0.500000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.800000,0.000000,1.000000,0.000000,1.000000,0.000000,0.400000,1.000000,1.000000,145001,1,13849,31,31,3.647059,"[8,5,5,3,2,1,2,4,9,7,1,3,3,5,3,5,6,6,3,7,5,4,4,1,3,2,1,1,1,0,5,4,5,0]",3.647059,"[5,3,11,8,6,2,2,1,4,0,3,2,3,2,10,3,4,6,4,1,2,6,1,5,2,1,4,4,1,3,3,2,7,3]",6.187500,6.187500,"[6.187500]",289,4.000000,39.000000,"[39]",290
1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,150001,1,14560,32,32,3.764706,"[0,7,3,2,2,0,3,2,10,2,4,5,4,5,2,4,1,9,4,6,4,5,5,13,4,3,4,2,1,1,7,1,3,0]",3.764706,"[4,5,8,2,6,5,1,5,1,4,5,7,0,8,5,3,7,4,5,0,2,1,2,4,7,4,7,2,3,3,2,1,0,5]",7.812500,7.812500,"[7.812500]",299,5.000000,45.000000,"[45]",300
1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,155001,1,14387,25,25,2.941176,"[2,4,5,4,3,2,4,1,3,10,4,0,5,3,4,2,1,3,2,3,5,4,1,4,2,0,3,7,2,0,1,1,4,1]",2.941176,"[3,0,5,7,2,0,1,4,5,2,1,8,3,2,5,2,3,7,1,3,3,3,2,2,4,0,0,4,5,3,3,4,1,2]",6.250000,6.250000,"[6.250000]",309,5.000000,40.000000,"[40]",310
0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,160001,1,12269,26,26,3.058824,"[5,9,4,1,1,2,2,3,5,5,3,5,2,3,4,8,3,4,4,2,1,6,4,1,1,2,2,0,1,2,0,4,2,3]",3.058824,"[1,1,4,8,1,1,2,2,4,1,1,2,3,5,2,2,7,11,3,0,5,0,6,4,2,2,3,1,2,4,1,7,4,2]",7.812500,7.812500,"[7.812500]",319,4.000000,41.000000,"[41]",320
1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.800000,1.000000,1.000000,0.000000,0.800000,165001,1,14034,20,20,2.352941,"[0,5,3,3,4,5,4,2,1,5,3,1,4,2,0,2,0,6,2,1,4,3,2,3,2,1,1,2,1,1,0,2,3,2]",2.352941,"[3,1,3,5,3,0,1,6,5,1,0,3,3,2,0,5,2,4,1,1,0,4,1,2,6,1,1,2,4,1,3,1,2,3]",6.125000,6.125000,"[6.125000]",329,4.000000,30.000000,"[30]",330
0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.750000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,170001,1,15037,22,22,2.588235,"[0,3,1,1,2,0,2,5,6,1,3,6,3,3,2,2,0,6,3,3,3,2,4,10,5,1,3,1,0,0,4,1,2,0]",2.588235,"[1,4,4,1,1,3,1,3,2,4,6,6,0,3,5,2,6,3,5,1,2,1,1,3,5,2,4,1,3,2,0,0,0,3]",6.312500,6.312500,"[6.312500]",339,5.000000,39.000000,"[39]",340
0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.250000,175001,1,13687,23,23,2.705882,"[2,0,6,0,3,3,4,7,1,12,15,0,2,1,0,4,1,1,0,1,2,5,4,5,1,2,0,0,2,2,0,2,2,2]",2.705882,"[3,0,1,4,3,1,0,2,4,1,2,4,2,6,1,6,8,0,1,4,2,4,3,1,5,1,1,2,5,3,3,7,1,1]",6.312500,6.312500,"[6.312500]",349,4.000000,37.000000,"[37]",350
1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,180001,1,14872,17,17,2.000000,"[0,2,1,1,1,0,2,3,4,1,2,2,3,2,2,2,1,2,4,2,3,1,6,6,4,1,3,0,0,0,3,0,4,0]",2.000000,"[2,2,2,1,2,4,1,2,2,1,3,4,1,3,4,3,3,4,4,1,1,1,2,4,2,2,2,0,1,1,0,1,0,2]",7.812500,7.812500,"[7.812500]",359,5.000000,45.000000,"[45]",360
0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,185001,1,15773,20,20,2.352941,"[3,2,2,0,2,4,3,1,2,3,2,2,2,2,3,3,3,3,6,2,2,3,3,1,2,4,0,5,8,0,0,2,0,0]",2.352941,"[3,1,4,0,3,3,1,1,2,2,4,4,5,3,2,1,4,2,0,3,1,2,1,0,6,0,3,5,2,3,2,2,2,3]",6.250000,6.250000,"[6.250000]",369,4.000000,36.000000,"[36]",370
0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,190001,1,15703,20,20,2.352941,"[0,3,3,1,2,0,2,4,4,1,2,1,4,2,6,1,1,4,3,2,4,1,10,6,4,0,2,2,0,0,2,0,3,0]",2.352941,"[2,4,3,4,3,3,1,3,1,2,6,3,0,0,5,2,5,4,5,1,1,1,3,5,3,2,4,0,1,0,0,0,1,2]",7.812500,7.812500,"[7.812500]",379,5.000000,45.000000,"[45]",380
0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,195001,1,17692,23,23,2.705882,"[1,6,3,3,1,4,1,2,3,3,2,1,2,3,1,2,2,3,8,1,3,1,5,3,4,5,0,2,6,1,1,2,2,5]",2.705882,"[5,5,2,0,4,4,0,0,1,3,4,5,3,3,6,3,5,3,1,2,2,3,1,1,1,1,1,2,2,6,5,0,4,4]",7.812500,7.812500,"[7.812500]",389,4.000000,41.000000,"[41]",390
0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,200001,1,18910,24,24,2.823529,"[3,3,1,4,2,1,6,1,2,2,6,3,2,2,1,3,2,4,8,1,1,2,2,7,2,4,3,4,4,2,2,2,1,3]",2.823529,"[1,2,2,0,4,4,0,1,4,1,2,9,4,4,5,2,3,3,1,3,2,7,2,2,5,0,2,4,1,5,7,0,3,1]",6.250000,6.250000,"[6.250000]",399,4.000000,36.000000,"[36]",400
1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,205001,1,17986,20,20,2.352941,"[0,0,1,1,1,1,3,3,6,1,0,4,3,3,2,2,2,3,3,1,2,2,8,12,3,0,3,3,0,1,5,0,1,0]",2.352941,"[3,4,3,2,0,3,0,2,2,1,5,1,2,4,5,1,6,2,6,0,4,1,4,1,5,3,3,1,1,0,0,0,3,2]",7.812500,7.812500,"[7.812500]",409,4.000000,41.000000,"[41]",410
0.000000,0.000000,0.000000,1.000000,0.000000,0.200000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,210001,1,17627,17,17,2.000000,"[0,1,1,1,2,0,3,2,1,5,0,1,3,3,4,0,5,3,2,1,2,1,6,6,3,0,0,0,0,0,6,0,4,2]",2.000000,"[9,1,1,2,1,9,1,0,1,1,2,3,1,2,3,0,3,4,3,0,0,5,3,1,2,0,1,0,1,2,1,3,0,2]",4.750000,4.750000,"[4.750000]",419,4.000000,32.000000,"[32]",420
0.000000,0.600000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,215001,1,16225,21,21,2.470588,"[1,2,3,1,1,0,3,1,0,10,4,2,0,4,2,2,3,4,1,5,3,9,2,5,1,2,0,1,1,3,2,2,0,4]",2.470588,"[5,0,0,5,1,2,3,6,2,2,3,6,0,5,1,2,4,0,2,2,2,7,1,1,2,1,3,0,4,1,2,4,2,3]",6.812500,6.812500,"[6.812500]",429,5.000000,43.000000,"[43]",430
