0-correct_AVE,0-incorrect_AVE,1-correct_AVE,1-incorrect_AVE,2-correct_AVE,2-incorrect_AVE,3-correct_AVE,3-incorrect_AVE,4-correct_AVE,4-incorrect_AVE,5-correct_AVE,5-incorrect_AVE,6-correct_AVE,6-incorrect_AVE,7-correct_AVE,7-incorrect_AVE,8-correct_AVE,8-incorrect_AVE,9-correct_AVE,9-incorrect_AVE,genomeLength_AVE,markovBrainDeterministicGates_AVE,markovBrainGates_AVE,markovBrainGates_VAR,optimizeValue_AVE,score_AVE,totalCorrect_AVE,totalIncorrect_AVE,update
0.434000,0.876000,0.434000,0.796200,0.424000,0.931800,0.328000,0.637800,0.422000,0.836700,0.328000,0.713000,0.402000,0.845500,0.420000,0.904300,0.338000,0.590600,0.456000,0.901000,1817.086000,101.862000,101.862000,1446.792541,6.322875,6.322875,3.986000,36.170000,120
0.448000,0.920600,0.442000,0.834000,0.434000,0.860300,0.358000,0.705100,0.458000,0.881100,0.410000,0.814700,0.396000,0.817400,0.476000,0.967700,0.358000,0.726400,0.452000,0.908400,1822.546000,102.082000,102.082000,1645.482240,6.567875,6.567875,4.232000,37.942000,130
0.426000,0.900500,0.412000,0.839300,0.406000,0.875300,0.376000,0.748200,0.426000,0.878500,0.442000,0.832400,0.450000,0.875800,0.490000,0.945400,0.444000,0.875200,0.448000,0.880800,1827.162000,98.550000,98.550000,1310.211924,6.756000,6.756000,4.320000,38.932000,140
0.484000,0.909500,0.396000,0.800300,0.404000,0.888400,0.346000,0.693200,0.442000,0.862100,0.434000,0.898900,0.428000,0.879200,0.492000,0.959500,0.452000,0.861600,0.426000,0.888000,1818.114000,90.714000,90.714000,1406.469142,6.773875,6.773875,4.304000,38.898000,150
0.480000,0.897800,0.388000,0.798600,0.470000,0.888700,0.376000,0.733900,0.396000,0.800300,0.480000,0.882900,0.434000,0.890500,0.438000,0.942100,0.406000,0.892000,0.434000,0.887800,1828.846000,88.682000,88.682000,1600.117110,6.719625,6.719625,4.302000,38.770000,160
0.420000,0.905200,0.402000,0.767800,0.434000,0.880000,0.428000,0.786400,0.398000,0.823000,0.424000,0.832000,0.462000,0.858300,0.466000,0.946100,0.462000,0.897700,0.418000,0.901200,1815.388000,83.694000,83.694000,1463.038441,6.687500,6.687500,4.314000,38.680000,170
0.444000,0.884300,0.368000,0.765100,0.440000,0.861500,0.432000,0.835700,0.392000,0.833800,0.424000,0.842400,0.408000,0.852700,0.462000,0.917200,0.436000,0.852100,0.446000,0.843200,1818.782000,85.260000,85.260000,1428.741884,6.653125,6.653125,4.252000,38.202000,180
0.440000,0.929400,0.436000,0.864100,0.372000,0.778800,0.438000,0.857500,0.482000,0.900600,0.404000,0.848500,0.506000,0.936000,0.446000,0.932600,0.440000,0.876000,0.438000,0.871900,1821.510000,86.196000,86.196000,1532.819222,6.880750,6.880750,4.402000,39.576000,190
0.492000,0.939100,0.424000,0.797700,0.438000,0.805700,0.422000,0.916900,0.422000,0.856700,0.428000,0.858500,0.494000,0.956700,0.438000,0.877600,0.346000,0.771700,0.382000,0.771400,1819.592000,87.372000,87.372000,1806.185988,6.662250,6.662250,4.286000,38.468000,200
0.450000,0.925400,0.452000,0.861800,0.364000,0.765700,0.460000,0.977100,0.420000,0.855100,0.454000,0.916500,0.470000,0.939300,0.440000,0.836600,0.394000,0.783200,0.352000,0.713800,1812.752000,86.304000,86.304000,1601.855295,6.743250,6.743250,4.256000,38.612000,210
0.478000,0.938400,0.446000,0.942300,0.410000,0.818100,0.494000,0.971300,0.442000,0.812200,0.476000,0.876000,0.452000,0.961700,0.442000,0.900800,0.316000,0.712600,0.422000,0.801400,1811.436000,83.992000,83.992000,1715.046028,6.797000,6.797000,4.378000,39.296000,220
0.488000,0.929900,0.436000,0.940800,0.448000,0.908700,0.464000,0.915900,0.408000,0.831800,0.454000,0.867200,0.524000,0.979600,0.456000,0.887700,0.254000,0.577200,0.422000,0.889200,1822.968000,86.564000,86.564000,1835.729363,6.838250,6.838250,4.354000,39.296000,230
0.468000,0.942400,0.486000,0.954600,0.496000,0.929000,0.472000,0.905000,0.430000,0.898100,0.454000,0.889900,0.474000,0.990000,0.444000,0.832600,0.304000,0.612600,0.440000,0.935000,1820.864000,87.832000,87.832000,1409.546870,6.929875,6.929875,4.468000,39.986000,240
0.494000,0.964200,0.470000,0.960500,0.494000,0.967300,0.442000,0.874900,0.470000,0.914800,0.500000,0.950800,0.482000,0.992000,0.422000,0.848400,0.346000,0.673600,0.450000,0.938900,1826.774000,88.292000,88.292000,1349.986709,7.052750,7.052750,4.570000,40.848000,250
0.478000,0.954800,0.504000,0.974400,0.450000,0.930400,0.468000,0.845800,0.470000,0.917400,0.480000,0.976300,0.470000,0.991600,0.342000,0.713800,0.290000,0.632700,0.500000,0.933300,1828.992000,83.512000,83.512000,1257.873603,6.901500,6.901500,4.452000,39.900000,260
0.508000,0.966900,0.418000,0.938800,0.482000,0.971100,0.434000,0.833600,0.470000,0.916600,0.490000,0.964500,0.518000,0.990300,0.352000,0.702600,0.342000,0.712200,0.436000,0.907600,1814.358000,87.420000,87.420000,1310.801202,6.960250,6.960250,4.450000,40.072000,270
0.504000,0.945100,0.472000,0.975400,0.472000,0.954000,0.430000,0.863700,0.452000,0.917100,0.480000,0.932800,0.472000,0.986500,0.418000,0.847900,0.356000,0.715400,0.448000,0.860400,1812.478000,82.898000,82.898000,1435.947491,7.040125,7.040125,4.504000,40.498000,280
0.456000,0.920100,0.482000,0.966800,0.488000,0.941100,0.428000,0.851700,0.406000,0.877100,0.470000,0.890100,0.466000,0.978500,0.426000,0.898000,0.414000,0.826400,0.472000,0.922500,1817.100000,81.006000,81.006000,1270.559082,7.131125,7.131125,4.508000,40.858000,290
0.432000,0.857700,0.474000,0.958500,0.476000,0.952700,0.472000,0.908500,0.464000,0.878800,0.488000,0.930700,0.460000,0.969200,0.430000,0.806500,0.418000,0.907200,0.458000,0.876800,1822.632000,86.522000,86.522000,1344.598713,6.991250,6.991250,4.572000,40.664000,300
0.516000,0.931400,0.462000,0.948500,0.474000,0.937800,0.440000,0.890300,0.436000,0.879500,0.432000,0.926700,0.534000,0.978000,0.362000,0.787400,0.426000,0.846200,0.418000,0.865000,1815.684000,91.764000,91.764000,1560.745796,7.017625,7.017625,4.500000,40.454000,310
0.464000,0.929900,0.406000,0.834200,0.450000,0.909400,0.442000,0.883900,0.472000,0.930400,0.488000,0.952800,0.504000,0.955700,0.370000,0.816400,0.404000,0.779700,0.414000,0.895700,1824.534000,94.652000,94.652000,2336.672240,6.981875,6.981875,4.414000,40.022000,320
0.454000,0.947600,0.444000,0.850100,0.414000,0.886600,0.454000,0.879700,0.448000,0.908000,0.460000,0.901400,0.484000,0.960700,0.386000,0.754900,0.414000,0.843700,0.458000,0.924500,1819.734000,100.212000,100.212000,2653.173403,6.933125,6.933125,4.416000,39.862000,330
0.466000,0.916400,0.370000,0.759400,0.460000,0.892400,0.392000,0.799300,0.428000,0.837500,0.430000,0.883100,0.478000,0.950100,0.382000,0.792200,0.476000,0.933100,0.462000,0.885900,1823.366000,91.214000,91.214000,2847.952108,6.740000,6.740000,4.344000,38.912000,340
0.430000,0.925400,0.398000,0.785900,0.444000,0.856200,0.454000,0.823300,0.412000,0.825100,0.430000,0.875300,0.466000,0.922200,0.394000,0.793200,0.440000,0.923500,0.446000,0.877700,1821.660000,81.574000,81.574000,2094.557639,6.725125,6.725125,4.314000,38.738000,350
0.418000,0.896000,0.402000,0.788400,0.338000,0.725300,0.438000,0.871200,0.382000,0.856800,0.450000,0.894200,0.464000,0.880800,0.380000,0.775100,0.456000,0.936500,0.470000,0.848200,1826.430000,76.500000,76.500000,1646.971944,6.664375,6.664375,4.198000,38.154000,360
0.446000,0.893200,0.436000,0.901900,0.340000,0.761000,0.444000,0.873500,0.442000,0.922000,0.448000,0.891000,0.488000,0.930100,0.422000,0.756700,0.424000,0.891200,0.430000,0.867500,1817.950000,82.000000,82.000000,2116.076152,6.845250,6.845250,4.320000,39.128000,370
0.448000,0.941900,0.456000,0.893200,0.408000,0.834500,0.440000,0.888800,0.432000,0.907800,0.456000,0.882200,0.452000,0.936800,0.444000,0.831800,0.454000,0.940300,0.464000,0.885400,1836.408000,83.734000,83.734000,2886.135515,7.012250,7.012250,4.454000,40.260000,380
0.448000,0.899500,0.438000,0.913600,0.420000,0.815200,0.454000,0.917800,0.442000,0.925100,0.458000,0.897800,0.470000,0.905600,0.400000,0.813200,0.512000,0.964700,0.438000,0.896500,1823.670000,83.856000,83.856000,2064.768802,6.979875,6.979875,4.480000,40.262000,390
0.494000,0.904500,0.444000,0.890100,0.426000,0.884900,0.474000,0.929500,0.424000,0.860700,0.446000,0.887000,0.468000,0.908900,0.416000,0.868000,0.486000,0.972100,0.430000,0.887900,1819.746000,87.344000,87.344000,1600.927519,7.017500,7.017500,4.508000,40.468000,400
0.470000,0.916700,0.442000,0.911300,0.404000,0.830700,0.438000,0.931900,0.480000,0.897100,0.470000,0.912900,0.458000,0.897600,0.428000,0.887900,0.452000,0.962500,0.422000,0.829800,1825.464000,90.636000,90.636000,1609.165836,7.008750,7.008750,4.464000,40.408000,410
0.486000,0.957500,0.446000,0.886800,0.396000,0.854900,0.464000,0.957100,0.438000,0.858100,0.508000,0.934800,0.476000,0.959300,0.410000,0.880800,0.508000,0.993000,0.456000,0.884200,1825.144000,90.440000,90.440000,1294.190782,7.167375,7.167375,4.588000,41.246000,420
0.468000,0.946900,0.486000,0.928700,0.406000,0.874200,0.470000,0.915300,0.414000,0.801600,0.494000,0.943000,0.458000,0.914300,0.416000,0.873700,0.466000,0.967400,0.440000,0.874900,1810.192000,92.146000,92.146000,1593.415515,7.065250,7.065250,4.518000,40.676000,430
0.490000,0.966000,0.444000,0.853300,0.392000,0.798300,0.468000,0.939400,0.442000,0.909500,0.476000,0.933400,0.494000,0.954900,0.412000,0.920000,0.478000,0.922800,0.408000,0.829500,1819.854000,103.410000,103.410000,2344.426754,7.084375,7.084375,4.504000,40.646000,440
0.460000,0.968400,0.460000,0.889100,0.436000,0.862700,0.448000,0.925500,0.472000,0.922000,0.464000,0.894200,0.484000,0.951300,0.448000,0.923900,0.424000,0.916300,0.346000,0.758900,1822.630000,104.406000,104.406000,2346.049263,7.111625,7.111625,4.442000,40.602000,450
0.490000,0.962000,0.462000,0.920100,0.460000,0.868100,0.454000,0.876100,0.440000,0.940200,0.474000,0.940300,0.474000,0.919900,0.406000,0.862300,0.464000,0.916400,0.382000,0.817800,1811.380000,111.220000,111.220000,3019.674950,7.051125,7.051125,4.506000,40.610000,460
0.482000,0.970000,0.478000,0.933800,0.406000,0.828600,0.404000,0.859600,0.474000,0.911900,0.464000,0.882600,0.446000,0.914900,0.436000,0.845800,0.452000,0.932300,0.410000,0.779800,1829.336000,116.618000,116.618000,3522.465006,6.890000,6.890000,4.452000,39.848000,470
0.452000,0.968800,0.462000,0.961500,0.442000,0.872400,0.452000,0.901000,0.472000,0.900000,0.452000,0.887000,0.430000,0.814800,0.468000,0.896000,0.442000,0.904300,0.330000,0.683000,1814.632000,102.874000,102.874000,3139.188501,6.817500,6.817500,4.402000,39.536000,480
0.510000,0.978500,0.490000,0.968200,0.470000,0.915900,0.454000,0.901700,0.438000,0.846400,0.342000,0.703900,0.476000,0.889000,0.422000,0.891100,0.458000,0.986100,0.386000,0.821200,1825.284000,96.178000,96.178000,2880.379074,6.955250,6.955250,4.446000,40.060000,490
0.470000,0.971800,0.428000,0.962300,0.478000,0.906800,0.502000,0.950400,0.384000,0.800100,0.332000,0.699900,0.476000,0.885400,0.460000,0.877500,0.504000,0.962000,0.400000,0.817500,1824.844000,107.140000,107.140000,2869.844088,6.876125,6.876125,4.434000,39.746000,500
0.468000,0.949800,0.492000,0.940900,0.416000,0.880600,0.486000,0.963800,0.408000,0.868900,0.386000,0.750000,0.452000,0.849400,0.438000,0.857000,0.464000,0.960100,0.412000,0.818800,1830.592000,91.816000,91.816000,2015.849844,6.930250,6.930250,4.422000,39.792000,510
0.478000,0.967300,0.464000,0.966100,0.366000,0.832200,0.488000,0.947200,0.452000,0.873600,0.414000,0.802600,0.424000,0.861900,0.418000,0.868900,0.488000,0.941200,0.448000,0.807100,1830.272000,82.898000,82.898000,1301.562721,6.910750,6.910750,4.440000,39.904000,520
0.464000,0.933200,0.490000,0.968500,0.452000,0.880800,0.482000,0.966100,0.454000,0.887900,0.400000,0.841400,0.414000,0.890800,0.400000,0.829200,0.472000,0.917000,0.394000,0.791100,1818.406000,79.688000,79.688000,1651.241138,6.998375,6.998375,4.422000,40.106000,530
0.472000,0.947900,0.456000,0.935800,0.426000,0.883900,0.494000,0.952900,0.460000,0.864400,0.432000,0.872200,0.404000,0.830800,0.468000,0.863700,0.442000,0.933200,0.396000,0.793600,1813.054000,88.112000,88.112000,1809.033523,6.899250,6.899250,4.450000,39.928000,540
0.480000,0.948500,0.494000,0.936900,0.416000,0.841000,0.470000,0.976200,0.412000,0.871800,0.442000,0.865800,0.398000,0.812900,0.468000,0.886900,0.500000,0.941800,0.360000,0.777800,1815.240000,83.734000,83.734000,1629.269784,6.918625,6.918625,4.440000,39.870000,550
0.502000,0.977600,0.472000,0.935800,0.446000,0.863700,0.484000,0.945100,0.414000,0.855600,0.394000,0.829600,0.330000,0.752000,0.394000,0.798600,0.450000,0.954800,0.466000,0.880600,1825.644000,74.508000,74.508000,1240.931800,6.919625,6.919625,4.352000,39.598000,560
0.474000,0.928200,0.480000,0.906000,0.436000,0.897000,0.484000,0.927800,0.452000,0.917500,0.390000,0.775300,0.418000,0.776600,0.408000,0.873000,0.452000,0.946000,0.468000,0.917500,1826.654000,79.658000,79.658000,1927.131299,6.880500,6.880500,4.462000,39.864000,570
0.450000,0.905600,0.416000,0.851200,0.428000,0.881500,0.478000,0.914200,0.484000,0.936600,0.420000,0.830000,0.362000,0.756600,0.404000,0.768100,0.474000,0.953600,0.418000,0.890900,1827.924000,77.856000,77.856000,1466.019303,6.792125,6.792125,4.334000,39.102000,580
0.440000,0.907400,0.434000,0.830700,0.450000,0.904100,0.482000,0.912000,0.424000,0.872100,0.424000,0.817700,0.430000,0.874000,0.390000,0.811400,0.432000,0.937600,0.480000,0.932600,1830.612000,76.548000,76.548000,1659.206108,6.871125,6.871125,4.386000,39.602000,590
0.484000,0.871400,0.386000,0.862100,0.478000,0.927600,0.466000,0.876600,0.404000,0.794700,0.358000,0.768600,0.424000,0.906200,0.378000,0.758400,0.440000,0.926000,0.512000,0.955300,1817.658000,65.402000,65.402000,1387.643683,6.729375,6.729375,4.330000,38.898000,600
0.406000,0.832700,0.430000,0.880500,0.460000,0.927100,0.446000,0.865000,0.410000,0.789400,0.370000,0.803100,0.502000,0.943900,0.428000,0.820900,0.462000,0.949300,0.450000,0.964000,1830.022000,65.284000,65.284000,894.612569,6.871000,6.871000,4.364000,39.504000,610
0.462000,0.897500,0.418000,0.867100,0.460000,0.950200,0.398000,0.804500,0.370000,0.711000,0.420000,0.853300,0.452000,0.928200,0.448000,0.850700,0.492000,0.928900,0.468000,0.956400,1802.974000,66.086000,66.086000,857.629864,6.837375,6.837375,4.388000,39.366000,620
0.392000,0.880800,0.422000,0.855600,0.482000,0.950800,0.396000,0.783700,0.444000,0.810100,0.440000,0.892700,0.508000,0.934600,0.420000,0.861600,0.414000,0.916700,0.500000,0.937300,1824.234000,68.746000,68.746000,1330.478441,6.910125,6.910125,4.418000,39.718000,630
0.468000,0.889800,0.446000,0.918300,0.476000,0.960300,0.406000,0.808100,0.456000,0.880000,0.414000,0.897300,0.462000,0.892400,0.396000,0.806900,0.482000,0.923400,0.494000,0.956000,1810.604000,77.078000,77.078000,1094.653222,6.946250,6.946250,4.500000,40.180000,640
0.412000,0.828100,0.456000,0.881400,0.458000,0.957600,0.396000,0.777600,0.464000,0.936000,0.456000,0.890300,0.434000,0.874600,0.420000,0.878500,0.480000,0.937600,0.486000,0.948700,1821.338000,83.946000,83.946000,1467.021126,6.965375,6.965375,4.462000,40.102000,650
0.416000,0.829200,0.438000,0.914800,0.496000,0.978900,0.398000,0.784900,0.422000,0.948900,0.498000,0.934400,0.410000,0.844800,0.452000,0.869200,0.476000,0.924700,0.498000,0.949300,1823.934000,84.444000,84.444000,1484.271407,6.985625,6.985625,4.504000,40.390000,660
0.430000,0.840300,0.454000,0.909900,0.472000,0.958100,0.366000,0.771200,0.482000,0.990800,0.454000,0.855200,0.396000,0.838200,0.416000,0.851200,0.442000,0.845900,0.478000,0.935700,1818.522000,81.528000,81.528000,1735.692601,6.880625,6.880625,4.390000,39.594000,670
0.384000,0.806200,0.446000,0.932700,0.484000,0.946800,0.386000,0.809800,0.464000,0.974400,0.458000,0.883000,0.428000,0.845700,0.478000,0.862000,0.390000,0.852200,0.446000,0.850000,1816.064000,81.962000,81.962000,1709.367291,6.880375,6.880375,4.364000,39.450000,680
0.400000,0.817700,0.440000,0.895900,0.466000,0.939300,0.432000,0.852400,0.490000,0.995500,0.396000,0.883700,0.474000,0.932500,0.506000,0.937500,0.490000,0.872000,0.344000,0.781300,1821.834000,83.868000,83.868000,1365.998573,6.995750,6.995750,4.438000,40.108000,690
0.404000,0.818100,0.482000,0.939500,0.434000,0.907900,0.446000,0.901800,0.516000,0.994600,0.418000,0.839100,0.470000,0.962500,0.462000,0.913500,0.414000,0.796600,0.420000,0.867900,1831.266000,93.090000,93.090000,1256.402705,6.992625,6.992625,4.466000,40.238000,700
0.372000,0.811500,0.480000,0.936900,0.484000,0.937100,0.426000,0.891300,0.530000,0.993200,0.418000,0.866700,0.448000,0.908100,0.466000,0.918800,0.438000,0.833200,0.462000,0.945800,1818.326000,99.810000,99.810000,1484.522946,7.076125,7.076125,4.524000,40.690000,710
0.394000,0.890200,0.438000,0.853300,0.450000,0.917200,0.434000,0.848900,0.528000,0.974800,0.364000,0.807700,0.488000,0.943300,0.484000,0.911100,0.448000,0.835300,0.470000,0.989000,1817.868000,107.064000,107.064000,1874.003912,6.969000,6.969000,4.498000,40.344000,720
0.488000,0.905400,0.454000,0.879200,0.444000,0.917700,0.440000,0.917300,0.510000,0.959400,0.396000,0.816300,0.470000,0.945600,0.472000,0.940100,0.382000,0.849500,0.498000,0.986400,1830.180000,123.864000,123.864000,1636.875255,7.125000,7.125000,4.554000,41.032000,730
0.406000,0.852100,0.420000,0.863400,0.482000,0.951800,0.446000,0.894700,0.524000,0.970300,0.468000,0.919100,0.446000,0.932200,0.480000,0.942700,0.422000,0.848900,0.484000,0.955400,1836.526000,125.422000,125.422000,1704.801519,7.103500,7.103500,4.578000,41.068000,740
0.430000,0.875200,0.434000,0.891300,0.458000,0.940000,0.416000,0.812800,0.468000,0.942400,0.458000,0.921600,0.432000,0.875800,0.476000,0.938700,0.414000,0.830900,0.490000,0.950300,1831.492000,125.864000,125.864000,2072.121747,7.012250,7.012250,4.476000,40.408000,750
0.452000,0.885200,0.460000,0.904700,0.444000,0.929600,0.368000,0.759300,0.464000,0.936000,0.486000,0.941000,0.414000,0.847000,0.428000,0.894200,0.444000,0.846700,0.488000,0.953100,1823.664000,121.678000,121.678000,2758.503323,6.947500,6.947500,4.448000,40.036000,760
0.462000,0.901500,0.474000,0.957200,0.470000,0.925000,0.352000,0.741200,0.514000,0.962000,0.522000,0.954000,0.466000,0.907900,0.468000,0.900800,0.394000,0.842300,0.402000,0.903900,1821.296000,131.078000,131.078000,3569.318553,6.987125,6.987125,4.524000,40.462000,770
0.444000,0.911200,0.488000,0.950900,0.470000,0.918200,0.358000,0.747200,0.478000,0.976500,0.494000,0.949600,0.494000,0.910500,0.394000,0.868900,0.404000,0.841700,0.458000,0.918500,1823.912000,130.990000,130.990000,3022.506914,7.058500,7.058500,4.482000,40.484000,780
0.466000,0.912300,0.476000,0.954900,0.462000,0.892300,0.426000,0.843400,0.476000,0.935300,0.496000,0.926400,0.452000,0.913900,0.416000,0.854400,0.378000,0.752700,0.398000,0.879700,1824.254000,116.116000,116.116000,2327.573691,6.919125,6.919125,4.446000,39.886000,790
0.452000,0.944200,0.462000,0.965100,0.458000,0.904300,0.470000,0.885200,0.514000,0.967800,0.454000,0.907400,0.426000,0.874200,0.434000,0.829800,0.394000,0.832200,0.422000,0.909500,1814.806000,132.256000,132.256000,2896.379222,7.060375,7.060375,4.486000,40.606000,800
0.478000,0.936200,0.448000,0.949100,0.438000,0.953200,0.458000,0.908100,0.478000,0.928600,0.360000,0.738600,0.420000,0.840900,0.434000,0.888300,0.380000,0.779900,0.446000,0.886700,1819.590000,126.936000,126.936000,3509.082068,6.956000,6.956000,4.340000,39.688000,810
0.486000,0.906100,0.474000,0.960600,0.484000,0.921400,0.446000,0.904400,0.446000,0.918600,0.420000,0.810000,0.414000,0.845900,0.466000,0.886000,0.424000,0.856200,0.410000,0.878400,1825.888000,133.648000,133.648000,2712.320737,6.890750,6.890750,4.470000,39.968000,820
0.486000,0.927600,0.468000,0.937900,0.492000,0.940000,0.394000,0.862600,0.506000,0.953800,0.414000,0.798000,0.428000,0.833600,0.426000,0.902700,0.428000,0.904800,0.448000,0.889700,1820.898000,131.972000,131.972000,2848.444104,6.934375,6.934375,4.490000,40.250000,830
0.442000,0.895700,0.466000,0.977100,0.464000,0.935500,0.396000,0.805900,0.438000,0.840300,0.468000,0.884500,0.432000,0.858200,0.450000,0.891800,0.426000,0.910900,0.440000,0.922100,1817.858000,141.242000,141.242000,3122.909255,7.019500,7.019500,4.422000,40.180000,840
0.450000,0.849200,0.458000,0.962600,0.450000,0.958900,0.336000,0.667600,0.472000,0.907500,0.434000,0.890500,0.448000,0.892000,0.440000,0.865500,0.454000,0.898300,0.460000,0.943200,1823.644000,155.794000,155.794000,3412.460485,6.943750,6.943750,4.402000,39.780000,850
0.366000,0.832000,0.458000,0.976300,0.500000,0.943100,0.424000,0.771000,0.468000,0.908200,0.418000,0.852200,0.452000,0.936500,0.488000,0.939300,0.434000,0.890200,0.504000,0.949700,1812.494000,148.568000,148.568000,3348.907190,7.016500,7.016500,4.512000,40.488000,860
0.466000,0.900400,0.464000,0.969700,0.494000,0.963300,0.368000,0.780300,0.438000,0.905200,0.460000,0.898000,0.486000,0.957200,0.490000,0.946700,0.412000,0.837800,0.438000,0.936000,1831.316000,153.346000,153.346000,3006.326938,7.141125,7.141125,4.516000,40.946000,870
0.436000,0.861400,0.464000,0.917800,0.464000,0.969200,0.406000,0.799100,0.412000,0.831200,0.514000,0.947300,0.490000,0.974000,0.460000,0.919200,0.434000,0.893700,0.450000,0.878600,1829.582000,150.506000,150.506000,3069.264493,6.989250,6.989250,4.530000,40.440000,880
0.408000,0.822700,0.484000,0.963600,0.528000,0.972200,0.418000,0.826800,0.340000,0.727200,0.442000,0.940100,0.464000,0.950500,0.482000,0.930600,0.412000,0.867300,0.476000,0.900100,1814.842000,148.964000,148.964000,3676.736176,6.966625,6.966625,4.454000,40.054000,890
0.408000,0.831300,0.452000,0.928600,0.496000,0.942500,0.426000,0.812700,0.384000,0.798200,0.450000,0.925500,0.442000,0.963100,0.492000,0.912400,0.418000,0.871400,0.460000,0.871700,1817.972000,140.922000,140.922000,3888.805527,6.949250,6.949250,4.428000,39.872000,900
0.422000,0.879100,0.434000,0.937400,0.496000,0.885500,0.402000,0.810800,0.426000,0.837800,0.426000,0.869300,0.510000,0.978500,0.422000,0.881600,0.406000,0.845800,0.494000,0.909500,1818.820000,143.324000,143.324000,4170.868762,6.867750,6.867750,4.438000,39.736000,910
0.434000,0.930100,0.472000,0.941100,0.486000,0.934500,0.376000,0.823800,0.424000,0.830300,0.452000,0.916900,0.520000,0.956500,0.410000,0.865300,0.422000,0.791600,0.452000,0.891600,1817.824000,138.626000,138.626000,4217.685495,6.939250,6.939250,4.448000,39.972000,920
