0-correct_AVE,0-incorrect_AVE,1-correct_AVE,1-incorrect_AVE,2-correct_AVE,2-incorrect_AVE,3-correct_AVE,3-incorrect_AVE,4-correct_AVE,4-incorrect_AVE,5-correct_AVE,5-incorrect_AVE,6-correct_AVE,6-incorrect_AVE,7-correct_AVE,7-incorrect_AVE,8-correct_AVE,8-incorrect_AVE,9-correct_AVE,9-incorrect_AVE,ID,alive,genomeLength,markovBrainDeterministicGates,markovBrainGates,markovBrain_nextNodesConnections_AVE,markovBrain_nextNodesConnections_LIST,markovBrain_nodesConnections_AVE,markovBrain_nodesConnections_LIST,optimizeValue,score_AVE,score_LIST,timeOfBirth,totalCorrect_AVE,totalIncorrect_AVE,totalIncorrect_LIST,update
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.250000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,50001,1,1813,81,81,9.529412,"[17,0,6,0,0,6,0,0,106,37,15,37,1,0,0,0,0,8,11,20,7,8,10,4,3,23,0,0,0,3,0,2,0,0]",9.529412,"[11,0,5,0,0,10,0,0,131,44,15,12,4,0,0,0,1,10,15,33,0,4,17,5,0,3,0,0,0,4,0,0,0,0]",6.312500,6.312500,"[6.312500]",99,2.000000,29.000000,"[29]",100
0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.600000,0.000000,0.000000,55001,1,1788,87,87,10.235294,"[0,5,16,0,0,11,0,0,93,47,0,2,18,0,0,5,36,28,5,30,2,0,26,1,0,3,7,0,0,0,0,13,0,0]",10.235294,"[0,0,15,0,0,1,0,0,74,51,0,0,31,0,0,4,66,57,3,8,0,0,5,0,4,5,5,8,5,0,0,6,0,0]",5.250000,5.250000,"[5.250000]",109,4.000000,34.000000,"[34]",110
0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,60001,1,1823,163,163,19.176471,"[0,0,5,0,0,0,0,0,191,165,0,37,0,0,0,2,0,8,5,115,0,24,41,37,1,1,0,0,0,0,11,8,1,0]",19.176471,"[0,0,1,0,1,0,0,0,194,157,0,84,0,0,0,0,0,9,7,66,0,27,39,26,9,24,0,0,0,0,0,8,0,0]",7.812500,7.812500,"[7.812500]",119,2.000000,33.000000,"[33]",120
0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.800000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,65001,1,1953,63,63,7.411765,"[0,0,0,6,0,0,2,10,69,38,0,0,0,0,0,24,7,5,2,5,7,8,29,11,5,0,0,0,0,15,7,0,0,2]",7.411765,"[0,0,0,0,0,0,2,11,56,37,0,0,0,0,0,17,5,11,11,0,15,10,36,12,4,0,0,0,0,14,8,0,0,3]",7.250000,7.250000,"[7.250000]",129,5.000000,44.000000,"[44]",130
0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,70001,1,1564,140,140,16.470588,"[3,0,14,0,0,0,0,0,136,122,0,34,3,0,0,0,29,22,0,35,0,18,31,57,9,46,0,0,0,0,0,1,0,0]",16.470588,"[0,0,2,0,0,0,0,0,150,134,0,36,0,0,0,0,28,9,0,43,0,6,22,58,5,65,0,0,0,0,0,2,0,0]",6.250000,6.250000,"[6.250000]",139,3.000000,32.000000,"[32]",140
1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,75001,1,1739,82,82,9.647059,"[0,0,0,10,1,0,0,49,61,34,0,0,0,0,0,12,2,12,8,21,7,5,28,18,14,0,3,0,0,39,4,0,0,0]",9.647059,"[0,0,0,0,0,0,6,44,65,25,0,0,0,0,0,7,0,14,3,10,8,15,19,22,23,0,11,0,0,38,10,8,0,0]",7.812500,7.812500,"[7.812500]",149,4.000000,41.000000,"[41]",150
1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,80001,1,1714,64,64,7.529412,"[0,0,1,11,0,0,11,9,32,59,0,0,0,0,0,4,1,5,9,2,6,6,35,11,24,0,0,0,0,19,2,4,5,0]",7.529412,"[0,0,0,43,0,0,1,10,28,49,0,0,0,5,0,1,0,1,9,0,0,17,37,1,34,0,0,0,0,17,0,1,2,0]",7.812500,7.812500,"[7.812500]",159,5.000000,45.000000,"[45]",160
0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,85001,1,1992,67,67,7.882353,"[0,0,0,0,0,0,0,41,40,47,0,0,0,0,1,9,24,17,0,6,8,13,16,17,10,0,3,0,0,14,2,0,0,0]",7.882353,"[0,0,3,0,0,0,0,30,27,62,0,0,0,0,9,3,10,38,0,27,5,18,13,2,10,0,0,0,0,11,0,0,0,0]",6.250000,6.250000,"[6.250000]",169,5.000000,40.000000,"[40]",170
1.000000,1.000000,0.000000,0.600000,0.000000,0.600000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.200000,0.000000,1.000000,90001,1,1936,28,28,3.294118,"[1,0,0,2,0,2,0,2,26,17,0,0,0,0,0,4,3,3,6,3,9,5,0,3,10,0,0,0,0,0,8,3,0,5]",3.294118,"[0,0,0,0,0,0,0,0,37,20,0,0,0,0,0,2,5,0,7,0,10,7,4,5,1,0,0,0,0,2,0,5,0,7]",4.312500,4.312500,"[4.312500]",179,4.000000,33.000000,"[33]",180
0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,95001,1,1870,89,89,10.470588,"[0,0,0,15,0,0,0,16,99,46,0,0,0,0,0,10,6,1,0,5,8,27,46,23,20,0,6,0,0,28,0,0,0,0]",10.470588,"[0,0,0,21,0,0,0,8,127,35,0,0,0,0,0,17,15,3,13,4,1,42,11,22,24,0,0,1,0,12,0,0,0,0]",6.250000,6.250000,"[6.250000]",189,4.000000,36.000000,"[36]",190
1.000000,1.000000,0.000000,1.000000,1.000000,0.500000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,100001,1,1885,90,90,10.588235,"[0,0,0,39,0,0,0,30,24,100,0,0,1,0,0,48,1,2,11,0,5,14,40,21,12,7,0,0,0,5,0,0,0,0]",10.588235,"[0,0,0,29,0,0,0,11,33,74,0,0,3,0,0,31,1,1,16,0,0,15,54,22,21,44,0,0,0,5,0,0,0,0]",6.500000,6.500000,"[6.500000]",199,5.000000,38.000000,"[38]",200
1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,105001,1,1821,129,129,15.176471,"[0,0,5,23,7,0,0,14,82,130,0,0,0,4,0,41,17,23,65,27,2,24,11,5,11,0,1,19,2,3,0,0,0,0]",15.176471,"[3,0,2,54,17,0,0,11,74,134,0,0,0,0,0,27,29,6,71,3,8,32,16,0,13,0,0,14,2,0,0,0,0,0]",7.812500,7.812500,"[7.812500]",209,5.000000,45.000000,"[45]",210
1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,110001,1,1607,26,26,3.058824,"[2,0,0,14,0,0,0,8,14,14,0,0,0,0,0,24,1,2,0,0,8,0,6,0,6,2,0,0,0,3,0,0,0,0]",3.058824,"[2,0,0,21,1,0,0,16,20,3,0,0,0,0,0,0,0,1,1,0,13,0,25,1,0,0,0,0,0,0,0,0,0,0]",4.687500,4.687500,"[4.687500]",219,3.000000,27.000000,"[27]",220
1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,115001,1,1858,88,88,10.352941,"[0,0,0,0,0,8,9,13,49,59,0,0,0,0,0,15,22,24,10,11,29,49,16,2,18,2,0,8,0,8,0,0,0,0]",10.352941,"[0,0,0,0,0,21,5,6,35,39,0,0,0,0,0,10,44,35,4,27,29,30,16,0,14,6,0,9,0,22,0,0,0,0]",7.812500,7.812500,"[7.812500]",229,4.000000,41.000000,"[41]",230
0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,120001,1,1801,87,87,10.235294,"[12,0,0,0,0,6,27,12,41,51,0,0,0,0,0,42,20,38,0,0,11,39,6,7,7,0,0,24,0,3,0,2,0,0]",10.235294,"[13,0,0,0,0,5,2,8,49,59,0,0,0,0,0,29,28,29,0,0,15,47,5,5,1,0,1,30,0,14,0,8,0,0]",6.250000,6.250000,"[6.250000]",239,4.000000,36.000000,"[36]",240
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,125001,1,1860,38,38,4.470588,"[0,6,0,11,0,2,0,5,9,16,0,0,0,0,0,2,0,13,5,13,35,23,2,0,3,0,0,7,0,0,0,0,0,0]",4.470588,"[0,0,0,5,0,0,0,1,20,7,0,0,0,0,0,9,0,24,6,6,53,18,1,0,2,0,0,0,0,0,0,0,0,0]",6.250000,6.250000,"[6.250000]",249,3.000000,32.000000,"[32]",250
0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,130001,1,1969,75,75,8.823529,"[0,0,3,0,0,4,2,31,50,24,0,0,0,0,0,13,45,4,17,26,13,21,5,0,15,0,0,16,0,11,0,0,0,0]",8.823529,"[0,0,14,0,0,14,3,27,40,22,0,0,0,0,2,9,14,2,8,15,32,42,29,0,11,0,0,7,8,1,0,0,0,0]",7.812500,7.812500,"[7.812500]",259,4.000000,41.000000,"[41]",260
1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,135001,1,1934,84,84,9.882353,"[0,0,0,0,0,1,5,42,27,41,0,0,0,0,0,32,54,9,10,11,10,19,16,10,36,0,0,13,0,0,0,0,0,0]",9.882353,"[0,0,0,0,0,0,19,46,48,30,0,0,0,0,0,25,15,10,15,19,5,36,8,9,24,0,0,27,0,0,0,0,0,0]",7.812500,7.812500,"[7.812500]",269,5.000000,45.000000,"[45]",270
1.000000,1.000000,0.000000,1.000000,1.000000,0.250000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,140001,1,1854,49,49,5.764706,"[0,0,0,1,0,0,4,43,19,10,0,1,0,0,0,18,14,3,4,9,1,16,4,10,19,0,0,20,0,0,0,0,0,0]",5.764706,"[0,0,0,0,0,0,2,40,6,30,0,0,0,0,0,9,9,17,13,1,4,32,6,2,10,0,0,15,0,0,0,0,0,0]",8.375000,8.375000,"[8.375000]",279,5.000000,42.000000,"[42]",280
0.000000,0.000000,0.000000,0.800000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,145001,1,1791,21,21,2.470588,"[0,0,0,0,0,2,0,4,14,26,0,0,0,0,0,1,6,3,0,0,5,0,1,5,5,0,0,12,0,0,0,0,0,0]",2.470588,"[0,0,0,0,0,0,0,29,18,4,0,0,0,0,0,4,1,1,0,6,2,0,9,0,9,0,0,1,0,0,0,0,0,0]",2.562500,2.562500,"[2.562500]",289,3.000000,21.000000,"[21]",290
1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,150001,1,1851,179,179,21.058824,"[0,0,0,0,18,0,0,0,170,165,0,0,22,11,0,21,37,52,28,33,20,27,9,41,6,0,0,56,0,0,0,0,0,0]",21.058824,"[0,0,0,0,21,0,0,0,187,123,0,0,12,1,0,30,33,44,34,19,38,51,8,30,8,0,0,77,0,0,0,0,0,0]",7.812500,7.812500,"[7.812500]",299,5.000000,45.000000,"[45]",300
0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,155001,1,1903,159,159,18.705882,"[0,0,0,0,0,10,0,84,195,121,0,0,0,0,0,1,11,22,17,5,48,85,23,6,2,0,0,0,0,0,0,5,0,1]",18.705882,"[0,0,0,0,0,2,0,73,220,102,0,0,0,0,5,0,9,6,19,11,29,100,11,15,14,0,0,0,0,0,0,17,0,3]",6.250000,6.250000,"[6.250000]",309,4.000000,36.000000,"[36]",310
0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.500000,0.000000,1.000000,1.000000,1.000000,160001,1,1853,59,59,6.941176,"[0,1,0,0,0,0,0,1,32,51,13,0,0,0,0,19,4,5,3,3,16,13,1,37,23,0,0,0,0,0,14,0,0,0]",6.941176,"[0,2,0,0,0,0,0,0,37,32,8,0,0,0,0,23,1,27,9,0,3,25,3,50,4,0,0,0,0,0,12,0,0,0]",6.500000,6.500000,"[6.500000]",319,4.000000,38.000000,"[38]",320
0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,165001,1,1680,81,81,9.529412,"[8,0,2,0,0,1,0,0,27,95,0,0,0,1,0,3,2,9,15,33,19,50,0,8,9,7,0,14,20,1,0,0,0,0]",9.529412,"[11,0,8,0,0,1,0,0,16,97,0,0,0,10,7,12,12,19,1,7,8,41,5,5,1,15,0,15,26,7,0,0,0,0]",7.812500,7.812500,"[7.812500]",329,4.000000,41.000000,"[41]",330
1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,170001,1,1831,118,118,13.882353,"[0,7,0,0,0,0,0,0,62,95,0,0,9,23,0,26,1,20,8,51,45,66,24,0,11,0,0,7,0,0,17,0,0,0]",13.882353,"[0,23,0,0,0,0,0,0,73,76,0,0,2,13,0,36,0,8,21,39,47,34,17,9,27,0,0,18,0,0,29,0,0,0]",7.812500,7.812500,"[7.812500]",339,3.000000,37.000000,"[37]",340
0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,175001,1,1854,51,51,6.000000,"[0,0,0,0,0,0,0,0,32,39,0,0,23,4,0,10,1,5,5,16,15,37,10,0,0,0,0,7,0,0,0,0,0,0]",6.000000,"[0,0,0,0,15,0,0,0,17,57,0,0,11,0,0,23,15,21,7,3,2,12,0,0,0,0,0,21,0,0,0,0,0,0]",4.687500,4.687500,"[4.687500]",349,5.000000,35.000000,"[35]",350
0.000000,1.000000,0.000000,0.500000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,180001,1,1842,62,62,7.294118,"[0,0,0,0,7,0,0,0,33,18,0,0,0,0,0,38,6,7,27,34,6,35,0,20,17,0,0,0,0,0,0,0,0,0]",7.294118,"[0,0,0,0,1,0,0,0,47,34,0,0,0,0,0,10,15,1,0,49,12,15,1,40,23,0,0,0,0,0,0,0,0,0]",6.500000,6.500000,"[6.500000]",359,4.000000,38.000000,"[38]",360
1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,185001,1,1946,76,76,8.941176,"[0,0,0,0,3,0,0,0,49,8,0,0,1,6,0,51,23,4,18,52,42,1,5,5,1,0,0,0,0,0,0,16,19,0]",8.941176,"[0,6,0,0,0,0,0,0,61,10,0,0,7,2,0,34,30,0,3,61,50,3,0,1,3,0,0,22,0,0,0,8,3,0]",6.250000,6.250000,"[6.250000]",369,5.000000,40.000000,"[40]",370
0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,190001,1,1998,140,140,16.470588,"[0,0,0,1,13,7,0,0,161,163,0,2,0,0,0,23,8,3,15,5,0,46,1,15,11,0,2,84,0,0,0,0,0,0]",16.470588,"[0,0,0,0,0,7,0,0,303,53,0,1,0,0,0,49,7,1,14,2,0,49,4,6,26,1,0,37,0,0,0,0,0,0]",6.250000,6.250000,"[6.250000]",379,4.000000,36.000000,"[36]",380
0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,195001,1,1933,130,130,15.294118,"[0,0,0,0,0,0,0,0,66,161,0,0,46,1,0,35,8,9,21,7,17,29,13,49,13,0,0,5,0,0,30,0,0,10]",15.294118,"[0,0,4,0,0,0,0,0,98,158,0,0,40,0,0,58,2,7,5,0,19,32,4,46,1,0,0,14,0,0,26,0,0,6]",7.812500,7.812500,"[7.812500]",389,5.000000,45.000000,"[45]",390
1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,200001,1,1980,61,61,7.176471,"[0,0,0,0,0,0,0,0,46,42,0,0,24,0,0,3,13,11,42,7,7,9,13,15,11,0,0,1,0,0,0,0,0,0]",7.176471,"[0,0,0,0,0,0,0,0,49,39,0,0,40,0,0,0,2,3,53,0,2,29,5,9,9,0,0,4,0,0,0,0,0,0]",8.062500,8.062500,"[8.062500]",399,5.000000,43.000000,"[43]",400
1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,205001,1,1699,117,117,13.764706,"[0,0,9,0,1,0,0,0,101,90,0,0,24,0,0,20,29,38,45,16,33,28,7,20,5,0,1,1,0,0,0,0,0,0]",13.764706,"[0,0,6,0,0,0,0,0,28,100,0,0,5,0,0,15,48,18,21,15,44,27,15,75,48,0,0,1,0,0,1,0,1,0]",7.812500,7.812500,"[7.812500]",409,5.000000,45.000000,"[45]",410
1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,210001,1,1954,102,102,12.000000,"[5,0,2,0,0,0,0,0,25,59,0,0,0,0,0,29,10,57,15,78,11,29,30,13,19,0,0,0,0,0,26,0,0,0]",12.000000,"[13,0,0,0,0,0,0,0,34,81,0,0,0,0,0,11,2,22,12,95,29,39,42,8,18,0,0,0,0,0,2,0,0,0]",7.812500,7.812500,"[7.812500]",419,5.000000,45.000000,"[45]",420
1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,215001,1,1713,52,52,6.117647,"[0,0,10,0,0,0,0,0,12,43,0,0,0,0,0,13,0,0,5,43,1,32,11,21,17,0,0,0,0,0,0,0,0,0]",6.117647,"[0,0,21,0,0,0,0,0,21,53,0,0,0,0,0,24,0,0,5,2,3,42,1,30,6,0,0,0,0,0,0,0,0,0]",6.250000,6.250000,"[6.250000]",429,4.000000,36.000000,"[36]",430
