0-correct_AVE,0-incorrect_AVE,1-correct_AVE,1-incorrect_AVE,2-correct_AVE,2-incorrect_AVE,3-correct_AVE,3-incorrect_AVE,4-correct_AVE,4-incorrect_AVE,5-correct_AVE,5-incorrect_AVE,6-correct_AVE,6-incorrect_AVE,7-correct_AVE,7-incorrect_AVE,8-correct_AVE,8-incorrect_AVE,9-correct_AVE,9-incorrect_AVE,genomeLength_AVE,optimizeValue_AVE,score_AVE,totalCorrect_AVE,totalIncorrect_AVE,update
0.490000,0.901000,0.400000,0.962000,0.450000,0.986000,0.480000,0.987500,0.460000,0.912500,0.370000,0.980000,0.550000,1.000000,0.570000,1.000000,0.490000,0.950000,0.560000,0.997500,1888.910000,7.616250,7.616250,4.820000,43.580000,2030
0.410000,0.896000,0.510000,0.941500,0.420000,0.891500,0.430000,1.000000,0.430000,0.939500,0.520000,0.940000,0.590000,1.000000,0.470000,0.940000,0.510000,0.990000,0.460000,0.966000,1975.650000,7.376250,7.376250,4.750000,42.740000,2040
0.430000,0.868000,0.470000,0.886000,0.400000,0.918500,0.500000,0.988000,0.500000,0.939000,0.410000,0.877500,0.480000,0.991500,0.420000,0.948000,0.560000,0.969000,0.490000,0.962000,2023.190000,7.329375,7.329375,4.660000,42.090000,2050
0.450000,0.925500,0.450000,0.921500,0.500000,0.918000,0.410000,0.980000,0.520000,0.910000,0.490000,0.940000,0.420000,0.990000,0.500000,0.978000,0.540000,0.980000,0.450000,0.990000,2059.820000,7.478750,7.478750,4.730000,42.900000,2060
0.480000,0.836500,0.470000,0.909500,0.400000,0.892000,0.480000,0.950000,0.410000,0.855000,0.500000,1.000000,0.500000,0.980000,0.480000,0.997500,0.500000,0.980000,0.410000,0.876000,2005.940000,7.263750,7.263750,4.630000,41.760000,2070
0.290000,0.718500,0.450000,0.914000,0.490000,0.884500,0.430000,0.980000,0.530000,0.914000,0.420000,0.943000,0.510000,0.942000,0.500000,0.930000,0.460000,0.936500,0.460000,0.962000,2037.150000,7.150000,7.150000,4.540000,41.080000,2080
0.340000,0.762000,0.410000,0.892500,0.480000,0.938000,0.560000,0.930000,0.360000,0.837000,0.500000,1.000000,0.530000,0.990000,0.520000,0.950000,0.420000,0.980000,0.430000,0.913500,2026.610000,7.275625,7.275625,4.550000,41.430000,2090
0.450000,0.827000,0.490000,0.907000,0.500000,0.972500,0.510000,0.997500,0.380000,0.741000,0.410000,0.928000,0.500000,0.994000,0.490000,0.992000,0.390000,0.954000,0.500000,0.935500,2186.490000,7.159375,7.159375,4.620000,41.590000,2100
0.390000,0.756000,0.400000,0.724500,0.470000,0.980000,0.470000,0.985000,0.480000,0.703500,0.380000,0.950000,0.520000,0.987500,0.410000,0.912500,0.430000,0.974000,0.440000,0.967500,2273.760000,7.116875,7.116875,4.390000,40.290000,2110
0.390000,0.832500,0.430000,0.782000,0.420000,0.934000,0.480000,0.940000,0.380000,0.717000,0.510000,0.953000,0.510000,0.920000,0.460000,0.891000,0.390000,0.917500,0.440000,0.925500,2427.550000,6.886250,6.886250,4.410000,39.640000,2120
0.410000,0.859000,0.440000,0.835000,0.480000,0.922500,0.460000,0.972000,0.350000,0.792500,0.470000,0.950000,0.510000,0.990000,0.440000,0.990000,0.520000,0.918500,0.460000,0.909500,2221.710000,7.228125,7.228125,4.540000,41.150000,2130
0.430000,0.876500,0.460000,0.911500,0.440000,0.968000,0.540000,0.986000,0.400000,0.920000,0.530000,0.990000,0.530000,1.000000,0.470000,0.930000,0.530000,0.980000,0.480000,0.968000,2299.340000,7.394375,7.394375,4.810000,42.870000,2140
0.390000,0.917500,0.400000,0.884000,0.480000,1.000000,0.480000,0.996000,0.410000,0.931000,0.510000,0.990000,0.510000,0.980000,0.470000,0.890000,0.560000,0.940500,0.580000,0.998000,2026.280000,7.375625,7.375625,4.790000,42.850000,2150
0.410000,0.896500,0.430000,0.966000,0.480000,0.952500,0.540000,0.956000,0.330000,0.704000,0.480000,0.942500,0.510000,0.950500,0.500000,0.980000,0.430000,0.805000,0.420000,0.893500,1956.110000,7.048125,7.048125,4.530000,40.690000,2160
0.520000,0.939500,0.370000,0.903500,0.540000,0.974000,0.420000,0.988000,0.470000,0.882000,0.490000,0.965000,0.440000,0.982000,0.490000,0.970000,0.450000,0.911500,0.500000,0.964000,1985.250000,7.424375,7.424375,4.690000,42.670000,2170
0.470000,0.941500,0.520000,0.944500,0.510000,0.980000,0.430000,0.941500,0.430000,0.907500,0.530000,0.977500,0.490000,0.980000,0.480000,0.971000,0.450000,0.997500,0.520000,0.972000,2126.170000,7.486875,7.486875,4.830000,43.250000,2180
0.460000,0.967500,0.510000,0.948000,0.520000,0.990000,0.470000,0.930000,0.400000,0.840000,0.530000,0.990000,0.480000,0.950000,0.490000,0.980000,0.400000,0.945000,0.540000,0.982000,2176.190000,7.409375,7.409375,4.800000,42.830000,2190
0.430000,0.983000,0.420000,0.962000,0.470000,0.990000,0.500000,0.910000,0.410000,0.770000,0.530000,0.960000,0.550000,0.970000,0.490000,0.976000,0.470000,0.970000,0.470000,0.977500,2167.110000,7.434375,7.434375,4.740000,42.630000,2200
0.480000,0.882500,0.580000,0.975000,0.440000,0.980000,0.520000,0.962500,0.350000,0.825000,0.550000,0.990000,0.400000,0.936000,0.510000,0.966000,0.430000,0.926000,0.460000,0.986000,1973.860000,7.340000,7.340000,4.720000,42.420000,2210
0.510000,0.905500,0.440000,0.818000,0.470000,0.960000,0.510000,0.950000,0.450000,0.760000,0.400000,0.930000,0.400000,0.730000,0.440000,0.880000,0.410000,0.860000,0.430000,0.920000,1977.120000,6.646875,6.646875,4.460000,39.110000,2220
0.560000,0.956500,0.360000,0.846000,0.450000,0.977500,0.510000,0.982500,0.340000,0.815000,0.490000,0.951000,0.420000,0.805000,0.410000,0.850000,0.450000,0.885500,0.460000,0.885500,1904.330000,7.007500,7.007500,4.450000,40.300000,2230
0.510000,0.949000,0.460000,0.901500,0.400000,0.990000,0.570000,0.911000,0.350000,0.787500,0.420000,0.909500,0.420000,0.968000,0.430000,0.968000,0.540000,0.965500,0.520000,0.980000,2105.890000,7.375000,7.375000,4.620000,42.020000,2240
0.400000,0.891000,0.450000,0.820000,0.520000,0.991000,0.510000,0.940000,0.320000,0.731000,0.480000,0.970000,0.470000,0.970000,0.420000,0.872500,0.490000,0.930000,0.500000,0.990000,2089.080000,7.061875,7.061875,4.560000,40.970000,2250
0.350000,0.750000,0.470000,0.905500,0.520000,0.986000,0.440000,0.973500,0.330000,0.688000,0.480000,0.972000,0.530000,0.992000,0.400000,0.860000,0.510000,0.954000,0.530000,0.996000,2227.420000,7.082500,7.082500,4.560000,40.840000,2260
0.610000,0.960000,0.440000,0.950000,0.510000,0.990000,0.530000,0.990000,0.370000,0.915000,0.570000,0.980000,0.430000,0.880000,0.450000,0.980000,0.500000,0.930000,0.390000,0.990000,2279.640000,7.455625,7.455625,4.800000,43.030000,2270
0.510000,0.990000,0.500000,0.870000,0.510000,0.960000,0.480000,0.990000,0.380000,0.864500,0.420000,0.930000,0.520000,0.950000,0.410000,0.930000,0.440000,0.900000,0.480000,0.970000,2240.710000,7.361875,7.361875,4.650000,42.130000,2280
0.570000,0.960000,0.490000,0.935000,0.400000,0.970000,0.530000,0.990000,0.510000,0.934000,0.510000,0.910000,0.440000,0.920000,0.440000,0.974000,0.440000,0.929500,0.450000,0.970000,2175.870000,7.385000,7.385000,4.780000,42.700000,2290
0.440000,0.880000,0.440000,0.920000,0.490000,0.980000,0.460000,0.990000,0.420000,0.900000,0.520000,0.960000,0.500000,0.970000,0.420000,0.970000,0.520000,0.910000,0.550000,0.990000,2390.260000,7.354375,7.354375,4.760000,42.590000,2300
0.430000,0.770000,0.380000,0.951500,0.510000,0.980000,0.440000,0.970000,0.460000,0.834000,0.460000,0.930500,0.550000,0.963500,0.450000,0.975000,0.420000,0.849500,0.500000,0.940000,2551.520000,7.170625,7.170625,4.600000,41.230000,2310
0.390000,0.756000,0.430000,0.940000,0.450000,1.000000,0.640000,0.990000,0.310000,0.800000,0.460000,0.838500,0.520000,0.947500,0.410000,0.970000,0.380000,0.820500,0.520000,0.977500,2524.220000,7.109375,7.109375,4.510000,40.710000,2320
0.340000,0.839500,0.510000,0.928000,0.400000,0.790000,0.480000,0.950000,0.440000,0.874500,0.420000,0.866500,0.540000,1.000000,0.410000,1.000000,0.420000,0.928000,0.590000,0.980000,2533.990000,7.182500,7.182500,4.550000,41.240000,2330
0.450000,0.935000,0.460000,0.950000,0.520000,0.990000,0.400000,0.880000,0.350000,0.795500,0.320000,0.661000,0.470000,0.950000,0.510000,0.998000,0.450000,0.906500,0.510000,0.940000,2773.150000,7.113750,7.113750,4.440000,40.580000,2340
0.490000,0.875500,0.470000,0.962500,0.350000,0.890000,0.520000,0.980000,0.510000,0.929000,0.330000,0.655000,0.570000,0.990000,0.420000,0.918000,0.420000,0.925000,0.480000,0.960000,2721.240000,7.056250,7.056250,4.560000,40.860000,2350
0.530000,0.922500,0.450000,0.902000,0.420000,0.970000,0.550000,0.994000,0.450000,0.915000,0.390000,0.677500,0.400000,0.990000,0.460000,0.963500,0.420000,0.895500,0.480000,0.958000,2689.770000,7.204375,7.204375,4.550000,41.350000,2360
0.360000,0.847500,0.490000,0.966000,0.490000,1.000000,0.530000,1.000000,0.350000,0.845000,0.430000,0.789500,0.510000,0.990000,0.450000,0.920000,0.370000,0.845000,0.560000,0.978000,3060.010000,7.268125,7.268125,4.540000,41.370000,2370
0.480000,0.850500,0.370000,0.824500,0.480000,1.000000,0.540000,1.000000,0.420000,0.839000,0.370000,0.674000,0.490000,0.892000,0.500000,0.971500,0.420000,0.954500,0.440000,0.990000,3532.290000,7.010625,7.010625,4.510000,40.450000,2380
0.410000,0.773500,0.400000,0.852500,0.510000,0.980000,0.410000,1.000000,0.390000,0.894500,0.310000,0.630500,0.530000,0.992500,0.560000,0.980000,0.470000,0.883000,0.490000,0.994000,3148.270000,6.983750,6.983750,4.480000,40.400000,2390
0.470000,0.848000,0.480000,0.897500,0.490000,0.990000,0.430000,0.990000,0.400000,0.789000,0.340000,0.643500,0.400000,0.920000,0.520000,0.978000,0.380000,0.859500,0.520000,0.950000,3102.160000,6.940625,6.940625,4.430000,39.910000,2400
0.450000,0.952000,0.490000,0.887000,0.500000,0.947500,0.510000,0.990000,0.390000,0.840500,0.390000,0.700500,0.440000,0.932000,0.530000,0.975500,0.430000,0.924000,0.440000,0.960000,2931.110000,7.071250,7.071250,4.570000,40.980000,2410
0.450000,0.936000,0.470000,0.970000,0.390000,0.960000,0.540000,0.990000,0.510000,0.918000,0.370000,0.851000,0.640000,1.000000,0.500000,0.988000,0.390000,0.872000,0.490000,0.990000,3214.840000,7.388125,7.388125,4.750000,42.630000,2420
0.500000,0.913500,0.430000,0.887000,0.500000,0.962000,0.350000,0.980000,0.570000,0.932500,0.380000,0.862500,0.480000,0.984000,0.440000,0.954000,0.480000,0.859000,0.550000,0.975000,3379.240000,7.255625,7.255625,4.680000,41.910000,2430
0.330000,0.880500,0.490000,0.915500,0.510000,0.988000,0.480000,0.936000,0.550000,0.949500,0.460000,0.847500,0.460000,0.990000,0.510000,0.982500,0.430000,0.924000,0.450000,0.944000,3411.580000,7.293750,7.293750,4.670000,42.100000,2440
0.410000,0.856500,0.510000,0.913500,0.380000,0.970000,0.480000,0.882000,0.480000,0.924000,0.430000,0.838500,0.480000,0.968000,0.530000,0.924000,0.490000,0.900000,0.410000,0.920000,3387.990000,7.021250,7.021250,4.600000,40.880000,2450
0.460000,0.878000,0.470000,0.936000,0.530000,0.940000,0.510000,0.960000,0.490000,0.970000,0.320000,0.722000,0.500000,0.942000,0.580000,0.970000,0.410000,0.940000,0.310000,0.945000,3368.230000,7.210000,7.210000,4.580000,41.440000,2460
0.330000,0.736000,0.410000,0.887500,0.440000,0.975000,0.470000,0.905000,0.590000,0.971000,0.360000,0.684500,0.380000,0.938000,0.470000,0.961500,0.410000,0.802500,0.600000,0.960000,3333.430000,6.870625,6.870625,4.460000,39.690000,2470
0.340000,0.858000,0.460000,0.901500,0.450000,0.987500,0.520000,0.958000,0.480000,0.917500,0.370000,0.790000,0.510000,0.934000,0.560000,0.948000,0.390000,0.843500,0.450000,0.922500,3491.100000,7.086250,7.086250,4.530000,40.780000,2480
0.380000,0.842500,0.480000,0.904000,0.410000,0.956500,0.480000,0.960000,0.410000,0.945000,0.480000,0.847500,0.530000,0.960000,0.450000,0.941500,0.550000,0.942500,0.540000,0.986000,3420.330000,7.173125,7.173125,4.710000,41.750000,2490
0.430000,0.925000,0.430000,0.825500,0.440000,0.910000,0.460000,0.970000,0.520000,0.880000,0.410000,0.808500,0.480000,0.998000,0.470000,0.930000,0.430000,0.930000,0.420000,0.882500,3578.950000,7.125000,7.125000,4.490000,40.800000,2500
0.430000,0.870000,0.380000,0.969000,0.440000,0.917500,0.450000,0.970000,0.420000,0.930000,0.550000,0.957500,0.530000,0.968000,0.520000,0.970000,0.470000,0.990000,0.580000,0.990000,3928.670000,7.446875,7.446875,4.770000,42.890000,2510
0.470000,0.930000,0.450000,0.971500,0.470000,0.910000,0.470000,0.920000,0.370000,0.870000,0.530000,0.980000,0.450000,0.910000,0.480000,0.980000,0.460000,0.960000,0.530000,0.980000,3606.770000,7.383125,7.383125,4.680000,42.370000,2520
0.520000,0.967500,0.420000,0.976000,0.520000,0.990000,0.460000,0.990000,0.530000,0.960000,0.430000,0.970000,0.580000,0.988000,0.420000,0.890000,0.390000,0.900000,0.550000,0.960000,4063.780000,7.453750,7.453750,4.820000,43.140000,2530
0.450000,0.927000,0.500000,0.900000,0.420000,0.965000,0.470000,0.975000,0.440000,0.857500,0.430000,0.882500,0.400000,0.918000,0.440000,0.872500,0.500000,0.882500,0.490000,0.950000,3767.450000,7.141875,7.141875,4.540000,41.090000,2540
0.460000,0.790000,0.490000,0.970000,0.470000,1.000000,0.600000,1.000000,0.520000,0.962500,0.450000,0.960000,0.450000,0.975000,0.560000,1.000000,0.420000,0.870000,0.360000,0.980000,4136.640000,7.384375,7.384375,4.780000,42.750000,2550
0.390000,0.848000,0.440000,0.930000,0.520000,1.000000,0.400000,0.990000,0.520000,0.970000,0.410000,0.866000,0.490000,0.900000,0.550000,0.980000,0.500000,0.900000,0.470000,0.895000,5287.450000,7.158750,7.158750,4.690000,41.700000,2560
0.390000,0.759000,0.490000,0.964000,0.580000,0.970000,0.460000,0.970000,0.420000,0.966000,0.480000,0.873000,0.380000,0.950000,0.490000,0.973500,0.420000,0.820000,0.460000,0.900000,5030.350000,7.148125,7.148125,4.570000,41.150000,2570
0.500000,0.968000,0.510000,0.946000,0.520000,0.995000,0.450000,1.000000,0.460000,0.939500,0.490000,0.930000,0.520000,0.975500,0.470000,0.968500,0.400000,0.858000,0.470000,0.975000,4781.170000,7.490000,7.490000,4.790000,43.000000,2580
0.440000,0.960000,0.470000,0.955000,0.530000,0.952500,0.480000,1.000000,0.510000,0.908500,0.330000,0.870500,0.500000,0.985000,0.410000,0.980000,0.420000,0.840000,0.600000,1.000000,4641.450000,7.521250,7.521250,4.690000,42.600000,2590
0.350000,0.817000,0.490000,0.906000,0.340000,0.882500,0.610000,0.970000,0.490000,0.906500,0.460000,0.903500,0.430000,0.940500,0.430000,0.963500,0.440000,0.801000,0.460000,0.937000,5360.080000,7.101250,7.101250,4.500000,40.660000,2600
0.480000,0.923500,0.510000,0.915500,0.490000,0.862500,0.400000,0.990000,0.460000,0.904500,0.420000,0.973500,0.480000,0.972500,0.530000,0.980000,0.430000,0.877500,0.440000,0.945000,5804.260000,7.326250,7.326250,4.640000,42.060000,2610
0.360000,0.772000,0.590000,0.894500,0.460000,0.890000,0.390000,0.980000,0.390000,0.921000,0.460000,0.968500,0.510000,0.963500,0.480000,0.980000,0.530000,0.918500,0.490000,0.965000,5712.860000,7.183750,7.183750,4.660000,41.620000,2620
0.490000,0.900500,0.470000,0.900000,0.440000,0.966000,0.430000,0.974000,0.380000,0.783500,0.450000,0.911500,0.460000,0.962500,0.430000,0.912000,0.510000,0.862000,0.460000,0.971000,6571.620000,7.238125,7.238125,4.520000,41.190000,2630
0.420000,0.897000,0.410000,0.960000,0.550000,0.980000,0.610000,0.985000,0.400000,0.736500,0.440000,0.897000,0.450000,0.937500,0.560000,0.985000,0.440000,0.890000,0.370000,0.973500,6952.030000,7.180000,7.180000,4.650000,41.560000,2640
0.410000,0.849500,0.460000,0.861000,0.490000,0.990000,0.410000,1.000000,0.440000,0.860000,0.470000,0.945000,0.460000,0.950000,0.510000,0.980000,0.470000,0.812500,0.500000,0.940000,6562.750000,7.145000,7.145000,4.620000,41.320000,2650
0.400000,0.973000,0.610000,0.950000,0.470000,0.930000,0.480000,1.000000,0.580000,0.970000,0.450000,0.967500,0.400000,0.920000,0.510000,0.980000,0.340000,0.874000,0.540000,0.995000,5294.970000,7.476250,7.476250,4.780000,43.020000,2660
0.400000,0.931500,0.520000,0.971500,0.460000,0.900000,0.430000,0.982000,0.530000,0.960000,0.540000,0.922000,0.380000,0.760000,0.510000,0.977500,0.500000,0.899500,0.490000,0.990000,5374.670000,7.086250,7.086250,4.760000,41.720000,2670
0.500000,0.908000,0.500000,0.959500,0.440000,0.960000,0.460000,0.998000,0.470000,0.926000,0.540000,0.940500,0.370000,0.978000,0.450000,0.905000,0.460000,0.958500,0.520000,0.964000,5361.880000,7.479375,7.479375,4.710000,42.770000,2680
0.380000,0.831500,0.420000,0.899500,0.430000,0.960000,0.590000,0.970000,0.540000,0.939500,0.490000,0.865000,0.460000,0.980000,0.430000,0.960000,0.380000,0.883500,0.520000,0.995000,4524.470000,7.286875,7.286875,4.640000,41.790000,2690
0.360000,0.825500,0.520000,0.875000,0.480000,0.996000,0.510000,0.986000,0.420000,0.931000,0.470000,0.883000,0.520000,0.962000,0.580000,0.977500,0.390000,0.882000,0.420000,0.968000,4597.270000,7.249375,7.249375,4.670000,41.790000,2700
0.430000,0.880000,0.510000,0.913000,0.490000,0.972000,0.490000,0.965000,0.430000,0.926000,0.390000,0.902000,0.460000,0.912000,0.520000,0.985500,0.490000,0.908000,0.450000,0.990000,4928.690000,7.290625,7.290625,4.660000,42.090000,2710
0.480000,0.938000,0.420000,0.900000,0.520000,0.962000,0.430000,0.902500,0.450000,0.948000,0.460000,0.937000,0.370000,0.892000,0.500000,0.952000,0.510000,0.928000,0.430000,0.900500,4576.630000,7.271250,7.271250,4.570000,41.700000,2720
