0-correct_AVE,0-incorrect_AVE,1-correct_AVE,1-incorrect_AVE,2-correct_AVE,2-incorrect_AVE,3-correct_AVE,3-incorrect_AVE,4-correct_AVE,4-incorrect_AVE,5-correct_AVE,5-incorrect_AVE,6-correct_AVE,6-incorrect_AVE,7-correct_AVE,7-incorrect_AVE,8-correct_AVE,8-incorrect_AVE,9-correct_AVE,9-incorrect_AVE,genomeLength_AVE,optimizeValue_AVE,score_AVE,totalCorrect_AVE,totalIncorrect_AVE,update
0.440000,0.965500,0.440000,0.908500,0.440000,0.910000,0.460000,0.836000,0.540000,0.972500,0.260000,0.648000,0.510000,0.990000,0.490000,0.897500,0.370000,0.774000,0.420000,0.956000,2554.540000,7.040000,7.040000,4.370000,39.940000,970
0.520000,0.960000,0.550000,0.961000,0.400000,0.812000,0.470000,0.895500,0.420000,0.956000,0.380000,0.785000,0.560000,0.960000,0.500000,0.988000,0.340000,0.695000,0.370000,0.883000,2434.720000,6.857500,6.857500,4.510000,39.980000,980
0.560000,0.948000,0.440000,0.906500,0.460000,0.804500,0.300000,0.849000,0.390000,0.973000,0.420000,0.765000,0.530000,0.970000,0.440000,0.928000,0.310000,0.679000,0.540000,0.959500,2310.900000,6.891875,6.891875,4.390000,39.550000,990
0.370000,1.000000,0.480000,0.964000,0.440000,0.782500,0.540000,0.950000,0.490000,0.992500,0.410000,0.848500,0.480000,0.990000,0.510000,0.932500,0.490000,0.846000,0.490000,0.960000,2352.130000,7.207500,7.207500,4.700000,41.680000,1000
0.570000,1.000000,0.350000,0.938500,0.450000,0.887500,0.510000,0.945000,0.530000,0.990000,0.400000,0.905000,0.480000,0.980000,0.480000,0.880000,0.420000,0.937000,0.500000,0.960000,2469.400000,7.422500,7.422500,4.690000,42.440000,1010
0.560000,1.000000,0.510000,0.946500,0.500000,0.903000,0.330000,0.711500,0.440000,0.974000,0.470000,0.966000,0.460000,0.978000,0.550000,0.960000,0.420000,0.953500,0.430000,0.970000,2453.780000,7.339375,7.339375,4.670000,42.150000,1020
0.540000,0.905000,0.490000,0.897500,0.470000,0.892500,0.400000,0.805500,0.440000,0.938500,0.410000,0.888000,0.480000,0.961000,0.360000,0.726000,0.390000,0.919500,0.520000,0.940000,2718.280000,6.838750,6.838750,4.500000,39.880000,1030
0.530000,1.000000,0.420000,0.930500,0.370000,0.838000,0.410000,0.868500,0.470000,0.990000,0.470000,0.876000,0.510000,0.965000,0.450000,0.768000,0.490000,0.927500,0.550000,1.000000,2699.870000,7.028750,7.028750,4.670000,41.160000,1040
0.530000,1.000000,0.420000,0.867500,0.450000,0.910000,0.400000,0.830000,0.400000,0.980000,0.460000,0.910000,0.470000,0.950000,0.480000,0.870000,0.480000,0.948000,0.500000,0.950000,2384.200000,7.220000,7.220000,4.590000,41.480000,1050
0.440000,1.000000,0.500000,0.923500,0.240000,0.648000,0.490000,0.868500,0.470000,0.957500,0.470000,0.974000,0.500000,0.997500,0.380000,0.750000,0.550000,0.957000,0.490000,0.946500,2355.340000,7.098125,7.098125,4.530000,40.610000,1060
0.530000,0.970000,0.480000,0.934000,0.410000,0.750000,0.410000,0.757500,0.490000,0.960000,0.450000,0.986000,0.480000,0.983000,0.460000,0.890000,0.400000,0.948000,0.480000,0.976000,2319.080000,7.125625,7.125625,4.590000,41.190000,1070
0.390000,0.973000,0.600000,0.960000,0.390000,0.798000,0.400000,0.828000,0.600000,1.000000,0.470000,0.987500,0.330000,0.984000,0.460000,0.980000,0.530000,0.980000,0.540000,0.990000,2403.280000,7.446250,7.446250,4.710000,42.680000,1080
0.450000,0.896000,0.490000,0.912000,0.320000,0.841500,0.330000,0.808000,0.550000,1.000000,0.440000,0.951500,0.480000,0.987500,0.500000,0.950000,0.530000,0.945500,0.540000,0.946500,2196.500000,7.194375,7.194375,4.630000,41.570000,1090
0.430000,0.955500,0.490000,0.938000,0.350000,0.867000,0.450000,0.863000,0.570000,0.980000,0.430000,0.922500,0.510000,0.967500,0.480000,0.890000,0.440000,0.835000,0.490000,0.902500,2159.200000,7.015000,7.015000,4.640000,40.980000,1100
0.420000,0.905500,0.430000,0.911500,0.400000,0.770500,0.370000,0.684500,0.450000,0.959000,0.420000,0.968500,0.530000,0.951500,0.440000,0.953500,0.490000,0.806500,0.500000,0.983000,2110.970000,6.968125,6.968125,4.450000,40.010000,1110
0.530000,0.900000,0.430000,0.868500,0.410000,0.844500,0.380000,0.923500,0.520000,1.000000,0.460000,0.961500,0.480000,0.925500,0.470000,0.948000,0.490000,0.886000,0.440000,0.952500,1972.620000,7.258125,7.258125,4.610000,41.450000,1120
0.450000,0.873500,0.430000,0.888000,0.520000,0.959000,0.470000,0.972500,0.460000,0.922000,0.490000,0.931000,0.460000,1.000000,0.450000,0.950000,0.520000,0.930000,0.490000,0.970500,2003.140000,7.266250,7.266250,4.740000,42.260000,1130
0.370000,0.839000,0.410000,0.871500,0.400000,0.872000,0.470000,0.912500,0.400000,0.917500,0.640000,0.985500,0.520000,1.000000,0.540000,0.984000,0.490000,0.970000,0.400000,0.918500,2039.630000,7.134375,7.134375,4.640000,41.670000,1140
0.420000,0.826500,0.490000,0.944500,0.430000,0.943000,0.440000,0.974000,0.570000,0.952500,0.450000,0.982000,0.420000,0.997500,0.560000,0.990000,0.500000,0.980000,0.530000,0.952500,2051.090000,7.421875,7.421875,4.810000,42.930000,1150
0.300000,0.676000,0.420000,0.921500,0.380000,0.712000,0.440000,0.912000,0.470000,1.000000,0.470000,0.943000,0.620000,0.988000,0.460000,0.990000,0.440000,0.950500,0.460000,0.937000,2135.820000,7.102500,7.102500,4.460000,40.680000,1160
0.320000,0.751000,0.480000,0.935500,0.440000,0.774500,0.450000,0.954000,0.490000,0.900000,0.430000,0.871000,0.490000,0.957000,0.470000,0.970000,0.460000,0.887500,0.450000,0.865000,2175.210000,6.874375,6.874375,4.480000,39.870000,1170
0.400000,0.690000,0.540000,0.918500,0.420000,0.748500,0.370000,0.878000,0.550000,0.955000,0.450000,0.917500,0.450000,1.000000,0.460000,0.970000,0.330000,0.773500,0.420000,0.882500,2192.140000,6.808750,6.808750,4.390000,39.300000,1180
0.480000,0.847000,0.520000,0.993500,0.300000,0.607000,0.460000,0.940500,0.520000,0.936000,0.410000,0.980000,0.500000,0.968000,0.470000,0.970000,0.480000,0.930500,0.480000,0.959000,2521.030000,7.015000,7.015000,4.620000,41.020000,1190
0.480000,0.889000,0.450000,0.987000,0.410000,0.814000,0.390000,0.944000,0.490000,0.930000,0.440000,0.970000,0.500000,0.957500,0.550000,0.980000,0.500000,0.968000,0.520000,0.953500,2772.660000,7.301250,7.301250,4.730000,42.240000,1200
0.500000,0.894500,0.470000,0.977500,0.470000,0.831000,0.500000,0.980000,0.510000,0.970000,0.530000,0.983500,0.410000,0.990000,0.470000,0.974000,0.430000,0.950000,0.480000,0.952500,2821.230000,7.387500,7.387500,4.770000,42.760000,1210
0.400000,0.868000,0.440000,0.941500,0.510000,0.942500,0.530000,0.947500,0.440000,0.971000,0.480000,0.980000,0.450000,0.968500,0.450000,0.852000,0.470000,0.881000,0.440000,0.960000,2957.780000,7.334375,7.334375,4.610000,41.950000,1220
0.480000,0.936000,0.500000,0.980000,0.390000,0.800000,0.500000,0.970000,0.490000,0.950000,0.470000,0.950000,0.570000,0.956500,0.500000,0.980000,0.270000,0.804500,0.450000,0.940000,3127.670000,7.298125,7.298125,4.620000,41.730000,1230
0.310000,0.683000,0.450000,0.957500,0.380000,0.764500,0.430000,0.949000,0.450000,0.940000,0.440000,0.891500,0.550000,0.982500,0.470000,0.940000,0.330000,0.781500,0.500000,0.924000,2892.540000,6.883125,6.883125,4.310000,39.670000,1240
0.360000,0.681000,0.400000,0.918000,0.440000,0.900000,0.500000,0.955500,0.600000,0.950000,0.420000,0.877500,0.530000,0.980000,0.370000,0.947500,0.390000,0.860000,0.520000,0.956000,2768.230000,7.058750,7.058750,4.530000,40.600000,1250
0.370000,0.834000,0.480000,0.939000,0.320000,0.837500,0.440000,0.880500,0.500000,0.950000,0.570000,0.887500,0.530000,1.000000,0.450000,0.978000,0.450000,0.892000,0.540000,0.928000,2335.870000,6.952500,6.952500,4.650000,41.000000,1260
0.480000,0.921500,0.510000,0.968000,0.350000,0.795500,0.480000,0.899000,0.470000,0.970000,0.420000,0.990000,0.480000,0.910000,0.470000,0.980000,0.500000,0.880000,0.460000,0.980000,1987.550000,7.280625,7.280625,4.620000,41.830000,1270
0.500000,0.922500,0.520000,0.982500,0.390000,0.808000,0.440000,0.840000,0.470000,0.970000,0.480000,0.980000,0.450000,0.970000,0.470000,0.940000,0.450000,0.940000,0.410000,0.950000,2013.490000,7.388750,7.388750,4.580000,41.940000,1280
0.440000,0.931500,0.440000,0.994000,0.550000,0.887000,0.380000,0.947000,0.450000,0.959000,0.430000,0.962000,0.520000,0.995000,0.550000,0.943000,0.450000,0.982500,0.470000,0.952500,2103.160000,7.580000,7.580000,4.680000,43.060000,1290
0.540000,0.890000,0.510000,0.982000,0.420000,0.922000,0.460000,0.981500,0.540000,0.976000,0.480000,0.940000,0.500000,0.997500,0.490000,0.962000,0.470000,0.963500,0.390000,0.953000,2119.990000,7.451875,7.451875,4.800000,43.050000,1300
0.500000,0.920000,0.460000,0.952500,0.350000,0.730500,0.380000,0.870000,0.450000,0.966000,0.580000,0.950000,0.480000,0.960000,0.410000,0.947500,0.530000,0.960000,0.500000,0.952000,2140.440000,7.144375,7.144375,4.640000,41.410000,1310
0.390000,0.921000,0.540000,0.993500,0.470000,0.822500,0.460000,0.858000,0.550000,0.959500,0.490000,1.000000,0.450000,0.990000,0.480000,0.964000,0.440000,0.950000,0.420000,0.976000,1972.590000,7.417500,7.417500,4.690000,42.500000,1320
0.500000,0.932500,0.450000,0.959500,0.450000,0.834500,0.420000,0.897500,0.470000,0.944000,0.390000,0.790000,0.540000,0.980000,0.520000,0.970000,0.400000,0.940500,0.470000,0.912000,1922.620000,7.133750,7.133750,4.610000,41.220000,1330
0.360000,0.879000,0.410000,0.998000,0.480000,0.897000,0.440000,0.857000,0.450000,0.930500,0.440000,0.830000,0.510000,1.000000,0.530000,0.990000,0.450000,0.890000,0.510000,0.950000,1903.570000,7.265625,7.265625,4.580000,41.530000,1340
0.380000,0.892500,0.520000,0.983500,0.330000,0.689500,0.520000,0.879000,0.450000,0.881500,0.520000,0.890000,0.440000,0.960000,0.410000,0.963500,0.310000,0.912000,0.550000,0.980000,1992.380000,7.175000,7.175000,4.430000,40.720000,1350
0.440000,0.884500,0.520000,0.977000,0.360000,0.753000,0.550000,0.910000,0.400000,0.872000,0.430000,0.981500,0.420000,1.000000,0.560000,0.998000,0.510000,0.975000,0.490000,0.971500,1992.250000,7.258750,7.258750,4.680000,41.920000,1360
0.490000,0.908000,0.470000,0.982500,0.410000,0.847500,0.480000,0.917000,0.420000,0.806500,0.560000,0.990000,0.520000,0.978000,0.520000,0.980000,0.380000,0.950000,0.440000,0.952500,2238.300000,7.213750,7.213750,4.690000,41.860000,1370
0.610000,0.907500,0.470000,0.975000,0.370000,0.822500,0.380000,0.836000,0.420000,0.906000,0.500000,0.930000,0.480000,0.970000,0.430000,0.950000,0.480000,0.966000,0.500000,0.936000,2439.430000,7.075000,7.075000,4.640000,41.340000,1380
0.440000,0.904000,0.390000,0.981000,0.450000,0.776000,0.470000,0.883000,0.260000,0.649500,0.430000,0.970000,0.530000,0.898000,0.480000,0.927500,0.400000,0.814500,0.500000,0.954000,2491.980000,6.951875,6.951875,4.350000,39.450000,1390
0.410000,0.805500,0.480000,0.952000,0.340000,0.783000,0.410000,0.906500,0.470000,0.776000,0.510000,0.980000,0.480000,0.970000,0.340000,0.730000,0.490000,0.955000,0.440000,0.980000,2552.050000,6.967500,6.967500,4.370000,39.800000,1400
0.420000,0.903500,0.470000,0.917500,0.500000,0.862000,0.450000,0.930000,0.470000,0.925000,0.530000,0.970000,0.410000,0.930000,0.310000,0.730000,0.490000,0.930000,0.530000,0.940000,2282.050000,7.040000,7.040000,4.580000,40.640000,1410
0.480000,0.872000,0.460000,0.873000,0.440000,0.783500,0.470000,0.893000,0.470000,0.931000,0.450000,1.000000,0.470000,0.940000,0.300000,0.709500,0.370000,0.859500,0.520000,1.000000,2272.050000,6.927500,6.927500,4.430000,39.880000,1420
0.510000,0.901000,0.400000,0.933500,0.500000,0.850000,0.540000,0.869500,0.390000,0.792000,0.400000,0.987500,0.450000,0.970000,0.360000,0.718500,0.430000,0.962500,0.400000,0.980000,2466.790000,7.128750,7.128750,4.380000,40.420000,1430
0.460000,0.870000,0.540000,0.973500,0.380000,0.752500,0.380000,0.962000,0.360000,0.789000,0.540000,0.995000,0.510000,0.977500,0.450000,0.920000,0.550000,0.961000,0.410000,0.920000,2730.920000,7.165000,7.165000,4.580000,41.060000,1440
0.480000,0.878000,0.440000,0.910000,0.430000,0.882500,0.450000,0.830500,0.390000,0.682500,0.500000,0.978000,0.410000,0.962000,0.400000,0.852000,0.450000,0.948500,0.470000,0.950000,2646.010000,6.962500,6.962500,4.420000,39.960000,1450
0.480000,0.949000,0.460000,0.901500,0.490000,0.955500,0.470000,0.940000,0.280000,0.840000,0.470000,0.940000,0.560000,0.970000,0.450000,0.911500,0.470000,0.780000,0.490000,0.978000,2879.070000,7.131875,7.131875,4.620000,41.230000,1460
0.450000,0.933000,0.530000,0.955500,0.330000,0.848000,0.480000,0.967500,0.360000,0.740000,0.500000,0.970000,0.470000,0.950000,0.440000,0.873500,0.430000,0.895000,0.510000,0.870000,2791.750000,7.031875,7.031875,4.500000,40.510000,1470
0.450000,0.990000,0.450000,0.990000,0.400000,0.950000,0.560000,0.960000,0.400000,0.770000,0.460000,0.950000,0.500000,0.976000,0.540000,0.990000,0.440000,0.978000,0.490000,0.830000,2470.960000,7.328125,7.328125,4.690000,42.230000,1480
0.430000,0.897000,0.500000,0.935000,0.440000,0.792000,0.420000,0.867500,0.480000,0.828000,0.440000,0.980000,0.480000,1.000000,0.450000,0.820500,0.390000,0.960000,0.480000,0.920000,2307.130000,7.020625,7.020625,4.510000,40.490000,1490
0.500000,0.941000,0.530000,0.933000,0.510000,0.939500,0.420000,0.968000,0.390000,0.874000,0.500000,0.952500,0.430000,0.980000,0.440000,0.892500,0.540000,0.942000,0.500000,0.985000,2506.780000,7.329375,7.329375,4.760000,42.310000,1500
0.520000,0.944000,0.470000,0.952000,0.440000,0.985000,0.530000,0.970000,0.460000,0.920000,0.440000,0.967500,0.520000,0.920000,0.390000,0.842500,0.410000,0.840000,0.500000,0.990000,2504.400000,7.261250,7.261250,4.680000,41.960000,1510
0.410000,0.940000,0.450000,0.948000,0.470000,0.920500,0.480000,0.936000,0.500000,0.934000,0.530000,0.925000,0.470000,0.940000,0.480000,0.890000,0.320000,0.823000,0.490000,0.962500,2528.470000,7.231250,7.231250,4.600000,41.500000,1520
0.450000,0.944000,0.440000,0.940500,0.470000,0.885000,0.480000,0.932500,0.440000,0.867500,0.470000,0.850000,0.450000,0.940000,0.380000,0.837000,0.440000,0.864000,0.480000,0.950000,2798.370000,7.013750,7.013750,4.500000,40.540000,1530
0.490000,0.937500,0.400000,0.859000,0.480000,0.970000,0.500000,0.965500,0.520000,0.939000,0.410000,0.959000,0.480000,0.982000,0.490000,0.914000,0.410000,0.799000,0.440000,0.970000,2714.990000,7.254375,7.254375,4.620000,41.830000,1540
0.420000,0.892500,0.390000,0.823000,0.480000,0.908000,0.510000,0.958000,0.510000,0.860000,0.580000,0.977500,0.430000,0.980000,0.420000,0.872000,0.350000,0.782000,0.400000,0.900000,2878.330000,6.948125,6.948125,4.490000,40.270000,1550
0.510000,0.960000,0.430000,0.929000,0.590000,0.940000,0.390000,0.872000,0.340000,0.840000,0.600000,0.974000,0.500000,0.950000,0.330000,0.936000,0.380000,0.690000,0.540000,0.950000,2850.330000,6.888125,6.888125,4.610000,40.590000,1560
0.540000,0.965500,0.360000,0.908500,0.440000,0.825000,0.570000,0.879000,0.370000,0.842000,0.520000,0.982500,0.480000,0.950000,0.430000,0.950000,0.360000,0.720500,0.480000,0.970000,2645.070000,6.943125,6.943125,4.550000,40.410000,1570
0.450000,0.950000,0.490000,0.873000,0.460000,0.858000,0.500000,0.931500,0.520000,0.871000,0.470000,0.951000,0.540000,1.000000,0.490000,0.910500,0.310000,0.844000,0.460000,0.960000,2401.640000,6.993750,6.993750,4.690000,41.100000,1580
0.470000,0.990000,0.510000,0.844000,0.420000,0.904000,0.430000,0.966000,0.480000,0.905000,0.430000,0.958000,0.520000,0.970000,0.380000,0.912500,0.510000,0.935000,0.500000,0.970000,2314.770000,7.343750,7.343750,4.650000,42.100000,1590
0.540000,0.985000,0.440000,0.866000,0.430000,0.891500,0.500000,0.960000,0.470000,0.882500,0.500000,0.987500,0.490000,0.980000,0.470000,0.931500,0.430000,0.977000,0.480000,0.960000,2469.160000,7.263125,7.263125,4.750000,42.350000,1600
0.390000,0.980000,0.530000,0.875500,0.400000,0.854000,0.490000,0.900000,0.420000,0.860000,0.550000,0.988000,0.550000,1.000000,0.390000,0.898000,0.500000,0.982500,0.420000,0.980000,2350.000000,7.307500,7.307500,4.640000,41.940000,1610
0.500000,0.984000,0.360000,0.844500,0.380000,0.833500,0.510000,0.930000,0.420000,0.900000,0.640000,1.000000,0.510000,0.980000,0.510000,0.969000,0.460000,0.951500,0.410000,1.000000,2460.150000,7.304375,7.304375,4.700000,42.250000,1620
0.360000,0.984000,0.360000,0.776000,0.430000,0.873500,0.440000,0.840000,0.370000,0.850000,0.560000,0.986000,0.560000,0.977500,0.420000,0.912000,0.530000,0.893000,0.530000,0.987500,2483.140000,7.091875,7.091875,4.560000,40.850000,1630
0.510000,0.952500,0.370000,0.818500,0.470000,0.875500,0.420000,0.936000,0.480000,0.873000,0.540000,0.975500,0.460000,0.971500,0.450000,0.923500,0.430000,0.845000,0.390000,0.893000,2509.320000,7.041250,7.041250,4.520000,40.780000,1640
0.520000,0.988000,0.520000,0.887500,0.500000,0.947000,0.420000,0.985500,0.420000,0.932000,0.460000,0.937000,0.540000,0.990000,0.470000,0.945500,0.500000,0.967000,0.400000,0.922500,2416.780000,7.436875,7.436875,4.750000,42.770000,1650
0.460000,0.992500,0.420000,0.845500,0.400000,0.861000,0.470000,0.990000,0.450000,0.884000,0.520000,0.926000,0.490000,0.980000,0.480000,0.962500,0.430000,0.990000,0.520000,0.954000,2541.850000,7.390000,7.390000,4.640000,42.280000,1660
0.560000,0.982500,0.410000,0.757500,0.390000,0.800500,0.460000,0.957000,0.470000,0.891500,0.460000,0.903000,0.460000,0.950000,0.410000,0.816500,0.440000,0.890000,0.470000,0.947500,2547.090000,6.875625,6.875625,4.530000,39.990000,1670
0.470000,0.990000,0.390000,0.724000,0.290000,0.784500,0.460000,0.960000,0.420000,0.810500,0.500000,0.972000,0.450000,0.946000,0.480000,0.834000,0.400000,0.788500,0.520000,0.959500,2462.950000,6.804375,6.804375,4.380000,39.450000,1680
0.470000,0.990000,0.300000,0.674000,0.500000,0.873000,0.620000,0.990000,0.370000,0.797500,0.540000,0.957500,0.390000,0.950000,0.470000,0.933000,0.320000,0.831500,0.470000,0.974500,2486.770000,7.054375,7.054375,4.450000,40.390000,1690
0.470000,0.971500,0.400000,0.767000,0.330000,0.807500,0.450000,0.940000,0.420000,0.683000,0.470000,0.940000,0.330000,0.780000,0.450000,0.860000,0.310000,0.626500,0.500000,0.924000,2264.980000,6.488125,6.488125,4.130000,37.350000,1700
0.460000,0.990000,0.350000,0.638000,0.340000,0.792500,0.490000,0.948000,0.440000,0.776000,0.440000,0.990000,0.420000,0.911500,0.440000,0.850500,0.340000,0.686000,0.410000,0.825500,2673.310000,6.699375,6.699375,4.130000,37.930000,1710
0.490000,0.990000,0.430000,0.732000,0.440000,0.850500,0.510000,0.986500,0.380000,0.665000,0.400000,0.970000,0.500000,0.947000,0.550000,0.940500,0.370000,0.868000,0.390000,0.880000,2295.970000,6.848125,6.848125,4.460000,39.690000,1720
0.450000,0.860000,0.340000,0.674500,0.420000,0.770000,0.450000,0.990000,0.390000,0.750000,0.550000,0.980000,0.400000,0.990000,0.430000,0.960000,0.440000,0.930000,0.500000,0.960000,2314.050000,7.036250,7.036250,4.370000,39.940000,1730
0.570000,0.970000,0.340000,0.780000,0.240000,0.578500,0.480000,1.000000,0.500000,0.905000,0.400000,0.968000,0.540000,0.980000,0.490000,0.946000,0.430000,0.890000,0.500000,1.000000,2118.560000,7.048125,7.048125,4.490000,40.590000,1740
0.560000,0.994000,0.280000,0.635000,0.410000,0.890000,0.460000,0.990000,0.340000,0.699000,0.440000,0.980000,0.470000,0.990000,0.500000,0.850000,0.540000,0.935000,0.430000,0.962500,2337.240000,7.025000,7.025000,4.430000,40.200000,1750
0.410000,0.852000,0.270000,0.612500,0.450000,0.896000,0.530000,0.987500,0.490000,0.966500,0.410000,0.950000,0.460000,0.980000,0.490000,0.960000,0.540000,0.950000,0.500000,0.932500,2902.450000,7.060000,7.060000,4.550000,40.880000,1760
0.480000,0.915500,0.370000,0.817500,0.480000,0.920500,0.470000,0.996000,0.550000,1.000000,0.430000,0.990000,0.430000,0.940000,0.490000,0.942500,0.510000,0.944000,0.520000,0.953500,3390.890000,7.315625,7.315625,4.730000,42.350000,1770
0.530000,0.889500,0.480000,0.882000,0.420000,0.863000,0.530000,0.955000,0.450000,0.950000,0.420000,0.970000,0.510000,0.950000,0.470000,0.950000,0.470000,0.950000,0.420000,0.941000,3131.310000,7.205625,7.205625,4.700000,41.810000,1780
0.460000,0.902000,0.430000,0.894500,0.470000,0.873500,0.430000,0.957500,0.480000,0.864500,0.450000,0.930000,0.470000,0.930000,0.530000,0.947500,0.420000,0.940000,0.510000,0.933500,3268.150000,7.054375,7.054375,4.650000,41.230000,1790
0.510000,0.968000,0.480000,0.954500,0.460000,0.948000,0.380000,0.835000,0.410000,0.934500,0.440000,0.945000,0.530000,0.972000,0.530000,0.977500,0.390000,0.900000,0.500000,0.849000,3254.090000,7.258750,7.258750,4.630000,41.780000,1800
0.430000,0.902000,0.340000,0.778500,0.420000,0.750000,0.480000,0.990000,0.390000,0.857500,0.480000,0.988000,0.450000,0.955000,0.480000,0.957500,0.430000,0.830000,0.550000,0.975000,3242.810000,7.095625,7.095625,4.450000,40.470000,1810
0.460000,0.890000,0.530000,0.968500,0.340000,0.856000,0.470000,0.990000,0.460000,0.939000,0.460000,0.950000,0.460000,0.980000,0.480000,0.930000,0.470000,0.840000,0.480000,0.920000,3401.800000,7.251250,7.251250,4.610000,41.700000,1820
0.470000,0.820000,0.430000,0.950000,0.370000,0.913500,0.580000,1.000000,0.510000,0.930000,0.490000,0.950000,0.460000,0.912500,0.410000,0.961000,0.510000,0.960000,0.480000,0.957500,3625.180000,7.293750,7.293750,4.710000,42.080000,1830
0.320000,0.690000,0.420000,0.900500,0.360000,0.870000,0.420000,0.986000,0.470000,0.918000,0.430000,0.980000,0.550000,0.948500,0.480000,0.910000,0.560000,0.970000,0.470000,0.887500,3690.160000,7.150000,7.150000,4.480000,40.820000,1840
0.510000,0.887500,0.410000,0.891500,0.380000,0.955500,0.580000,1.000000,0.440000,0.923000,0.590000,0.990000,0.410000,0.898000,0.470000,0.980000,0.440000,0.942500,0.440000,0.890500,4031.010000,7.353750,7.353750,4.670000,42.140000,1850
0.490000,0.920500,0.460000,0.857000,0.420000,0.944500,0.510000,0.996000,0.370000,0.960500,0.530000,1.000000,0.450000,0.860500,0.550000,0.976500,0.470000,0.937500,0.430000,0.890000,4015.130000,7.374375,7.374375,4.680000,42.070000,1860
0.490000,0.940000,0.430000,0.919500,0.330000,0.788000,0.550000,0.970000,0.420000,0.907500,0.440000,0.970000,0.420000,0.815000,0.530000,0.958000,0.460000,0.912500,0.470000,0.903500,4103.130000,7.136875,7.136875,4.540000,40.890000,1870
0.370000,0.829000,0.390000,0.851500,0.590000,0.887000,0.410000,0.945000,0.490000,0.905000,0.550000,0.977500,0.450000,0.985000,0.390000,0.898000,0.520000,0.941500,0.470000,0.936000,3895.410000,7.084375,7.084375,4.630000,41.170000,1880
0.360000,0.802000,0.390000,0.653500,0.470000,0.902000,0.440000,0.991500,0.330000,0.850000,0.560000,0.917500,0.470000,0.943500,0.510000,0.930000,0.420000,0.845000,0.550000,0.922000,3951.570000,6.703125,6.703125,4.500000,39.330000,1890
0.520000,0.932500,0.380000,0.724500,0.380000,0.821000,0.480000,0.996000,0.360000,0.860000,0.450000,0.960000,0.490000,0.945500,0.400000,0.914500,0.520000,0.914500,0.540000,0.980000,3952.440000,7.105000,7.105000,4.520000,40.740000,1900
0.460000,0.833000,0.300000,0.701500,0.400000,0.838500,0.540000,0.931500,0.480000,0.905000,0.420000,0.900000,0.470000,0.905000,0.420000,0.940000,0.420000,0.916500,0.510000,0.954000,3811.330000,6.839375,6.839375,4.420000,39.690000,1910
0.370000,0.817500,0.470000,0.861000,0.310000,0.826500,0.480000,0.947500,0.510000,0.917500,0.470000,0.950000,0.490000,0.954500,0.500000,0.980000,0.540000,0.952000,0.500000,0.980000,3295.590000,7.125625,7.125625,4.640000,41.310000,1920
0.430000,0.833500,0.360000,0.799000,0.400000,0.824000,0.460000,0.994000,0.510000,0.929500,0.420000,0.978000,0.440000,0.976500,0.460000,0.899000,0.500000,0.903500,0.490000,0.920500,3252.890000,7.175625,7.175625,4.470000,40.810000,1930
0.320000,0.683500,0.450000,0.830000,0.490000,0.920000,0.460000,0.974000,0.420000,0.975000,0.410000,0.863000,0.510000,0.950000,0.470000,0.940000,0.440000,0.891000,0.500000,0.965000,3131.680000,7.100625,7.100625,4.470000,40.490000,1940
0.450000,0.769000,0.410000,0.672000,0.410000,0.943500,0.410000,0.958000,0.300000,0.877000,0.530000,0.948000,0.590000,0.987500,0.550000,0.978500,0.450000,0.940000,0.480000,0.992000,3143.140000,6.984375,6.984375,4.580000,40.750000,1950
0.300000,0.600500,0.450000,0.856500,0.340000,0.594500,0.400000,0.948000,0.510000,0.845000,0.490000,0.990000,0.410000,0.980000,0.390000,0.862500,0.500000,0.941500,0.480000,0.962000,2901.510000,6.783125,6.783125,4.270000,38.650000,1960
0.190000,0.395500,0.420000,0.766000,0.400000,0.797000,0.440000,0.930000,0.450000,0.905500,0.380000,0.987500,0.500000,0.992000,0.550000,0.970000,0.510000,0.926000,0.420000,0.962000,2785.920000,6.742500,6.742500,4.260000,38.860000,1970
0.320000,0.762500,0.370000,0.920000,0.240000,0.411000,0.480000,1.000000,0.450000,0.942500,0.490000,0.924500,0.540000,0.986000,0.460000,0.977500,0.550000,0.942500,0.470000,0.990000,2635.230000,6.970625,6.970625,4.370000,39.870000,1980
0.360000,0.836000,0.460000,0.956000,0.390000,0.727000,0.540000,0.950000,0.480000,0.931500,0.360000,0.960000,0.570000,1.000000,0.530000,0.965500,0.480000,0.960000,0.420000,0.946500,2315.150000,7.270000,7.270000,4.590000,41.560000,1990
0.350000,0.767000,0.390000,0.856500,0.540000,0.932500,0.470000,0.998000,0.400000,0.860000,0.460000,0.980000,0.600000,1.000000,0.370000,0.990000,0.550000,0.990000,0.560000,0.970000,2178.260000,7.294375,7.294375,4.690000,42.050000,2000
0.340000,0.755500,0.420000,0.788500,0.580000,0.962500,0.410000,0.910000,0.520000,0.939000,0.390000,0.980500,0.460000,0.976000,0.570000,0.980000,0.480000,0.974000,0.470000,0.984000,2198.840000,7.297500,7.297500,4.640000,41.660000,2010
0.450000,0.884000,0.430000,0.897500,0.460000,0.935500,0.460000,0.922000,0.500000,0.902500,0.500000,0.967500,0.430000,0.977500,0.430000,0.970000,0.540000,0.962000,0.530000,0.980000,1975.910000,7.342500,7.342500,4.730000,42.280000,2020
